episode,return,loss
371,-1129.517,375490.625
372,-1197.626,402960.7812
373,-927.874,295236.125
374,-764.236,198160.4688
375,-201.195,34561.6211
376,-1197.15,392487.4062
377,-897.854,260535.9531
378,-407.356,97365.25
379,-1282.587,456872.1875
380,-1367.189,512008.125
381,-1323.8,461359.4062
382,-1335.766,457062.0625
383,-1087.075,341818.0
384,-1195.337,376683.125
385,-1572.88,674311.125
386,-1339.72,514021.375
387,-1723.455,807101.75
388,-1137.361,369009.3125
389,-48.804,15792.3389
390,-719.403,206027.2812
391,-786.893,207719.2969
392,-1400.313,532164.875
393,-1111.569,345735.25
394,-1009.254,334562.4062
395,-830.341,203770.5469
396,-1095.15,333280.4375
397,-1303.831,486912.5312
398,-1184.723,383450.1875
399,-637.394,158641.7969
400,-1493.886,577740.375
401,-1025.372,296109.4062
402,-1104.62,359576.5938
403,-1432.968,549592.4375
404,-949.544,259689.1406
405,-762.384,190122.4062
406,-1213.215,429886.6562
407,-1521.667,671784.875
408,-1279.85,443873.625
409,-1139.64,396088.7188
410,-31.658,11140.5498
411,-1063.468,346937.0938
412,-1073.296,316124.0625
413,-1402.4,523792.625
414,-1283.895,440622.5
415,-1268.962,415805.75
416,-1134.356,342256.7188
417,-858.171,220047.9219
418,-1406.719,570470.25
419,-1602.999,683166.5
420,-1151.946,368641.6875
421,-1463.772,497197.1875
422,-1310.036,498508.8125
423,-1362.657,525651.875
424,-1353.877,452599.125
425,-1035.699,293762.6875
426,-828.899,204238.4688
427,-1399.164,552415.6875
428,-649.49,163451.625
429,-183.868,26267.4902
430,-1287.471,383831.8125
431,-1103.813,316813.0
432,-1182.172,419297.9062
433,-1508.06,645635.3125
434,-1112.084,346003.8125
435,-932.929,268390.1875
436,-1463.392,562297.625
437,-1242.558,404097.3125
438,-704.104,156170.4531
439,-1204.16,380032.8438
440,-1211.296,414959.6875
441,-991.467,251361.3594
442,-40.133,14265.8877
443,-1138.643,369344.9688
444,-1326.484,470326.25
445,-1176.798,346924.5938
446,-1167.56,355835.9688
447,-1005.7,301149.5625
448,-1109.818,334760.1875
449,-1119.477,371609.4375
450,-1216.234,380930.8125
451,-1284.595,440600.6875
452,-1103.279,351923.875
453,-829.682,226217.1406
454,-947.979,232642.6094
455,-1277.597,445047.125
456,-1350.588,494650.5625
457,-1078.217,326743.375
458,-1068.223,299520.0625
459,-1280.435,466274.8438
460,-1356.768,484412.8438
461,-1267.145,472199.375
462,-755.971,141535.9531
463,-1368.605,530904.4375
464,-1480.945,590732.5
465,-1084.246,349441.6562
466,-837.416,210128.3281
467,-1264.426,439615.375
468,-1012.555,283622.0312
469,-1393.668,511652.0312
470,-1381.41,482348.0312
471,-1476.858,507668.0312
472,-1513.984,540097.8125
473,-1714.05,799312.6875
474,-1040.278,320658.0938
475,-1215.484,445772.2188
476,-1491.991,559640.75
477,-1031.071,342232.2812
478,-1044.108,286601.9062
479,-1038.962,264664.75
480,-361.913,74412.1094
481,-752.509,196139.0
482,-1326.008,418113.2188
483,-1172.879,331593.5
484,-255.006,38932.9922
485,-1080.789,306024.375
486,-1372.43,498611.1875
487,-1169.285,351895.5
488,-1171.304,389484.5938
489,-1005.013,285080.5312
490,-1437.923,534963.625
491,-1332.124,468279.1875
492,-1211.345,405858.0
493,-1437.85,567256.8125
494,-1261.219,378988.7188
495,-408.647,90393.4766
496,-1130.333,311173.1562
497,-1168.276,409851.7812
498,-1377.876,467535.0938
499,-1242.095,420131.2188
