episode,return,critic_loss,actor_loss
178,-607.324,14.8762,-41.144
179,-178.68,15.6805,-41.2669
180,-106.534,15.8516,-41.2122
181,-1228.737,15.9228,-41.3875
182,-55.476,16.3205,-41.5946
183,-1375.585,17.3981,-41.3771
184,-3.65,15.5632,-41.258
185,-84.107,16.9075,-41.0769
186,-9.734,16.3144,-40.9726
187,-1058.174,15.6483,-40.954
188,-801.945,16.033,-40.7147
189,-6.487,15.6372,-40.8308
190,-58.481,15.605,-40.287
191,-630.922,15.8625,-40.6675
192,-749.841,16.001,-40.5325
193,-2432.638,15.629,-40.7617
194,-107.846,16.2009,-40.619
195,-32.797,15.1456,-40.3147
196,-855.452,15.5129,-40.2697
197,-3.501,16.2438,-40.3216
198,-1530.311,15.9099,-40.3141
199,-531.033,16.8761,-40.7186
200,-1030.92,15.5375,-40.6573
201,-2533.566,16.3094,-40.7323
202,-1628.225,15.631,-40.7358
203,-3.626,17.3817,-40.5222
204,-153.923,17.6465,-40.785
205,-350.399,16.5291,-40.5492
206,-377.824,17.7441,-40.7102
207,-27.95,17.2868,-40.7337
208,-52.226,17.2183,-40.7798
209,-1.572,17.8536,-40.4992
210,-231.142,16.746,-40.6035
211,-132.754,17.6624,-40.567
212,-1479.798,16.8771,-40.6533
213,-22.168,16.7874,-40.8475
214,16.489,18.0573,-40.6506
215,-50.141,17.8885,-40.6419
216,-7.993,17.1013,-40.7838
217,-5.006,17.6018,-40.8544
218,-906.942,16.9886,-40.7665
219,-25.605,17.0004,-40.944
220,-1.441,16.4838,-41.0948
221,-6.925,15.5698,-41.0518
222,-6.418,16.3203,-41.2233
223,-1.793,17.1423,-41.2463
224,-129.531,16.581,-41.2078
225,-98.677,16.9163,-40.6241
226,-4280.741,18.3129,-40.3284
227,-1.214,17.3621,-40.6087
228,-504.548,17.3656,-40.8244
229,-6055.449,18.6257,-40.7905
230,-2103.526,17.3818,-41.2792
231,-8.543,16.9917,-41.6233
232,-7.67,16.9413,-41.7524
233,-9.504,17.6068,-41.9856
234,14.84,11.1116,-44.8432
235,-6.808,16.9545,-42.2481
236,-110.522,16.9763,-42.1651
237,-405.515,16.9368,-42.1843
238,-353.284,17.0325,-42.4943
239,-5.346,15.8603,-42.9191
240,-7.023,16.3855,-43.2101
241,-6.2,16.3159,-43.0241
242,-8.685,17.4649,-42.95
243,-229.501,15.6698,-42.9359
244,-203.949,17.0286,-43.0387
245,-1480.267,15.9944,-43.1283
246,-5.574,16.679,-43.7384
247,-3579.475,18.031,-43.5353
248,-556.806,17.2651,-43.4666
249,-33.331,17.7576,-43.4107
250,-1903.841,17.1963,-43.3055
251,-780.606,17.3123,-43.1928
252,-7.359,17.2732,-43.1477
253,-807.527,17.1398,-43.2375
254,-1756.882,17.0806,-43.1457
255,-559.321,17.6222,-42.8
256,-6.248,18.4646,-42.9749
257,-6.588,16.8969,-42.5754
258,-2031.467,16.8942,-42.8731
259,-2.799,16.4349,-43.0019
260,-6.157,16.8536,-43.0459
261,-508.156,17.1985,-43.343
262,-9.788,17.3542,-43.5622
263,-7.928,17.6639,-43.7515
264,-8.18,16.983,-44.097
265,-755.71,17.2051,-44.3258
266,-10.172,17.7807,-44.5703
267,-482.149,16.6867,-44.495
268,-332.749,17.2998,-44.6587
269,-679.825,17.8092,-44.8508
270,-406.626,16.5467,-44.6325
271,-307.408,16.638,-44.8699
272,-3531.332,18.1254,-45.0302
273,-1351.695,17.0914,-45.0215
274,-856.396,17.9036,-45.6166
275,-282.87,17.5859,-45.5655
276,-5.182,16.5074,-45.3329
277,-123.929,17.3474,-45.8255
