episode,reward,eps,n_states
59,1733.2530000000006,0.8248,460
60,2053.362,0.8219,463
61,1883.4600000000003,0.8189,470
62,1865.1160000000004,0.8159,476
63,1803.4360000000004,0.813,480
64,1949.8390000000006,0.81,480
65,1903.9470000000015,0.807,482
66,1736.225,0.8041,486
67,2087.5540000000015,0.8011,487
68,1956.1820000000012,0.7981,488
69,1866.9909999999995,0.7952,490
70,1889.4830000000002,0.7922,491
71,1818.293000000002,0.7892,493
72,1709.7699999999993,0.7863,493
73,1877.5540000000003,0.7833,493
74,1927.8550000000014,0.7803,497
75,1881.671,0.7773,500
76,1772.349,0.7744,501
77,1911.9180000000006,0.7714,502
78,2086.4890000000005,0.7684,502
79,1714.0010000000007,0.7655,503
80,1773.574,0.7625,505
81,1806.7500000000007,0.7595,507
82,2151.934000000001,0.7566,511
83,1814.2510000000009,0.7536,511
84,1928.0000000000011,0.7506,513
85,1960.3660000000007,0.7477,518
86,1854.0390000000016,0.7447,519
87,1801.4490000000008,0.7417,519
88,1800.759,0.7388,520
89,2028.8650000000011,0.7358,520
90,2025.3240000000012,0.7328,522
91,1772.199,0.7298,523
92,1746.7850000000003,0.7269,524
93,1837.5429999999997,0.7239,530
94,1939.1219999999996,0.7209,533
95,1908.5490000000011,0.718,535
96,1707.7420000000006,0.715,535
97,1834.1250000000011,0.712,535
98,1638.5090000000016,0.7091,535
99,1845.0569999999998,0.7061,535
100,1840.8040000000008,0.7031,536
101,1862.4630000000002,0.7002,538
102,1741.7949999999994,0.6972,541
103,1903.372,0.6942,543
104,1953.4140000000016,0.6913,544
105,1866.172000000001,0.6883,544
106,1862.0410000000015,0.6853,545
107,1724.0130000000008,0.6823,548
108,1845.0820000000008,0.6794,548
109,2099.112000000001,0.6764,550
110,1830.3250000000016,0.6734,550
111,1929.9690000000005,0.6705,552
112,1817.7519999999997,0.6675,552
113,2000.1650000000004,0.6645,554
114,1722.7170000000006,0.6616,556
115,1869.9110000000012,0.6586,556
116,1708.829000000001,0.6556,558
117,1801.2590000000014,0.6527,558
118,1865.4600000000016,0.6497,558
119,1911.9740000000013,0.6467,558
120,2060.698000000002,0.6438,558
121,1807.2329999999997,0.6408,560
122,2061.8310000000015,0.6378,561
123,1934.4060000000009,0.6348,561
124,1806.407999999999,0.6319,563
125,1694.682,0.6289,564
126,1817.0069999999994,0.6259,564
127,1769.115000000001,0.623,568
128,1827.3560000000011,0.62,568
129,2004.2850000000003,0.617,569
130,2015.998000000001,0.6141,569
131,1924.250000000001,0.6111,570
132,1803.8180000000004,0.6081,572
133,1794.7110000000011,0.6052,573
134,1775.9070000000006,0.6022,576
135,1883.1580000000004,0.5992,577
136,1741.867,0.5962,580
137,1988.5470000000005,0.5933,581
138,1682.0320000000002,0.5903,585
139,1850.22,0.5873,586
140,1903.5510000000006,0.5844,588
141,1725.6859999999997,0.5814,588
142,1876.1140000000019,0.5784,588
143,1934.4400000000007,0.5755,589
144,1900.734000000001,0.5725,589
145,2009.8560000000018,0.5695,590
146,1876.204,0.5666,592
147,1829.1240000000005,0.5636,592
148,1552.9620000000002,0.5606,594
149,1865.7880000000007,0.5577,595
150,1905.5190000000018,0.5547,595
151,1771.325999999999,0.5517,595
152,2066.951,0.5488,597
153,1916.2520000000015,0.5458,598
154,1738.0680000000002,0.5428,598
155,1884.531000000001,0.5398,600
156,1954.0390000000016,0.5369,601
157,1923.3590000000002,0.5339,603
158,2077.8780000000015,0.5309,604
159,1921.94,0.528,604
160,1816.4590000000005,0.525,605
161,1819.012,0.522,606
162,1681.2570000000014,0.5191,606
163,1964.076,0.5161,606
164,1791.5830000000014,0.5131,606
165,1799.3120000000006,0.5102,608
166,1826.351,0.5072,609
167,1895.5970000000004,0.5042,611
168,1861.5839999999996,0.5012,611
169,1664.208000000001,0.4983,611
170,1792.714000000001,0.4953,612
171,1827.1740000000004,0.4923,614
172,1752.4560000000008,0.4894,614
173,1821.2210000000007,0.4864,614
174,1862.6140000000007,0.4834,616
175,1852.5639999999996,0.4805,617
176,1766.6560000000002,0.4775,617
177,1922.0370000000016,0.4745,618
178,2075.3910000000014,0.4716,619
179,1899.7390000000007,0.4686,619
180,1920.8780000000002,0.4656,623
181,2050.944000000001,0.4627,625
182,1987.188000000001,0.4597,626
183,1689.074000000001,0.4567,626
184,1718.6229999999998,0.4538,626
185,1722.9760000000008,0.4508,628
186,2125.6730000000007,0.4478,628
187,1883.7170000000017,0.4448,628
188,1693.6790000000003,0.4419,630
189,1935.6900000000012,0.4389,631
190,1744.732000000002,0.4359,632
191,1855.795,0.433,632
192,1777.3770000000006,0.43,634
193,1877.5659999999998,0.427,634
194,1966.1380000000013,0.4241,634
195,1708.2010000000005,0.4211,634
196,2033.908000000001,0.4181,635
197,1861.4870000000008,0.4152,636
198,1833.2740000000008,0.4122,636
199,1984.7590000000007,0.4092,636
200,2131.0080000000003,0.4062,636
201,1625.3420000000008,0.4033,639
202,1853.0750000000003,0.4003,639
203,1903.7780000000012,0.3973,639
204,1868.2560000000008,0.3944,640
205,1888.4940000000013,0.3914,641
206,1884.0810000000004,0.3884,641
207,1971.8520000000003,0.3855,641
208,1938.2280000000003,0.3825,642
209,1917.2630000000013,0.3795,642
210,1944.2520000000004,0.3766,642
211,1865.6019999999999,0.3736,642
212,1931.8260000000007,0.3706,644
213,1754.4920000000004,0.3677,644
214,1980.9730000000009,0.3647,644
215,1776.847000000001,0.3617,644
216,1923.2710000000006,0.3588,644
217,1841.2350000000013,0.3558,645
218,1737.9359999999997,0.3528,646
219,1926.3520000000005,0.3498,646
220,1813.9980000000007,0.3469,646
221,1834.0690000000009,0.3439,646
222,1855.045,0.3409,646
223,1811.6470000000006,0.338,647
224,2004.8840000000014,0.335,647
225,1761.5999999999997,0.332,647
226,1961.0130000000006,0.3291,648
227,1705.3610000000006,0.3261,649
228,1848.4940000000015,0.3231,649
229,1704.920000000001,0.3202,650
230,1867.7770000000012,0.3172,650
231,1941.632000000001,0.3142,650
232,1970.067000000001,0.3113,650
233,1902.104000000001,0.3083,652
234,2024.911,0.3053,655
235,1962.3730000000007,0.3023,655
236,1758.515,0.2994,656
237,1676.2960000000007,0.2964,656
238,1919.4730000000009,0.2934,656
239,1949.621,0.2905,656
240,1911.914000000001,0.2875,657
241,1789.6230000000012,0.2845,657
242,1858.7120000000014,0.2816,657
243,2088.172000000001,0.2786,657
244,1983.0619999999983,0.2756,657
245,1847.308000000001,0.2727,657
246,1902.7800000000007,0.2697,657
247,1966.0750000000012,0.2667,659
248,2030.981000000001,0.2638,659
249,1801.1480000000008,0.2608,659
250,1859.5820000000012,0.2578,659
251,1963.803,0.2548,659
252,1882.4180000000006,0.2519,659
253,1865.1540000000007,0.2489,659
254,1794.7790000000005,0.2459,659
255,1780.938,0.243,660
256,1768.380000000001,0.24,661
257,1845.1860000000004,0.237,661
258,1997.6800000000003,0.2341,661
259,1735.645,0.2311,662
260,1978.5590000000002,0.2281,662
261,1818.1590000000022,0.2252,664
262,1930.6440000000011,0.2222,664
263,1946.7060000000001,0.2192,664
264,1974.0770000000011,0.2163,664
265,1946.1140000000016,0.2133,665
266,1894.9140000000002,0.2103,667
267,1876.5040000000004,0.2073,667
268,1904.7400000000014,0.2044,667
269,1929.651,0.2014,667
270,1722.5990000000006,0.1984,667
271,1978.7730000000004,0.1955,667
272,1763.8740000000007,0.1925,667
273,1893.258,0.1895,669
274,1968.54,0.1866,670
275,1814.2770000000016,0.1836,672
276,1736.557,0.1806,672
277,1737.662,0.1777,672
278,1806.1969999999992,0.1747,672
279,1837.7470000000017,0.1717,673
280,1708.0800000000008,0.1688,673
281,1971.6490000000006,0.1658,674
282,1895.5940000000003,0.1628,674
283,2040.2110000000023,0.1598,676
284,1894.1930000000011,0.1569,678
285,1890.6980000000003,0.1539,678
286,1556.7900000000006,0.1509,680
287,1856.9800000000012,0.148,680
288,1754.4680000000008,0.145,680
289,1951.9390000000014,0.142,681
290,1939.4430000000004,0.1391,681
291,1847.042,0.1361,682
292,1896.8080000000016,0.1331,682
293,1992.5110000000002,0.1302,682
294,1815.109000000001,0.1272,682
295,1873.2160000000006,0.1242,682
296,2046.6210000000017,0.1212,682
297,1661.376000000001,0.1183,682
298,1575.8099999999997,0.1153,683
299,1967.4910000000013,0.1123,683
300,1688.636,0.1094,683
301,1853.5580000000004,0.1064,683
302,1739.014000000001,0.1034,683
303,1792.9319999999996,0.1005,683
304,1853.0850000000007,0.0975,683
305,1833.1689999999999,0.0945,683
306,1792.0590000000007,0.0916,683
307,1954.9250000000009,0.0886,683
308,1975.9229999999998,0.0856,683
309,1603.123,0.0827,683
310,1823.3189999999997,0.0797,683
311,1896.3840000000012,0.0767,683
312,1970.5289999999998,0.0738,684
313,1729.806000000001,0.0708,684
314,1807.252000000001,0.0678,686
315,2039.4160000000013,0.0648,686
316,1862.4470000000015,0.0619,687
317,1961.1710000000003,0.0589,687
318,1891.9850000000001,0.0559,688
319,1936.105,0.053,688
320,1828.375,0.05,689
321,1827.965,0.05,689
322,1926.3890000000001,0.05,689
323,1837.553000000001,0.05,689
324,1853.231000000002,0.05,689
325,1868.7600000000007,0.05,689
326,1717.3110000000006,0.05,690
327,1684.3180000000004,0.05,691
328,1869.4390000000005,0.05,691
329,1768.57,0.05,692
330,1762.8780000000013,0.05,692
331,1894.3270000000007,0.05,693
332,1855.0530000000003,0.05,693
333,1843.5790000000009,0.05,693
334,1786.178000000001,0.05,693
335,1927.4560000000001,0.05,693
336,1715.3880000000006,0.05,693
337,2168.666000000001,0.05,693
338,1744.1000000000004,0.05,693
339,1844.134000000001,0.05,693
340,1840.2530000000008,0.05,693
341,2159.9109999999996,0.05,693
342,1895.6320000000003,0.05,693
343,1720.2320000000009,0.05,695
344,1829.2930000000003,0.05,695
345,1970.4450000000008,0.05,696
346,1825.5220000000004,0.05,696
347,1952.7460000000012,0.05,699
348,1941.1820000000016,0.05,699
349,2046.1650000000009,0.05,700
350,1959.8110000000008,0.05,700
351,1948.5280000000005,0.05,707
352,1623.5369999999998,0.05,707
353,1817.7380000000007,0.05,707
354,1884.5670000000002,0.05,710
355,1950.0960000000014,0.05,710
356,1989.274000000002,0.05,710
357,1981.9450000000013,0.05,710
358,1933.0160000000005,0.05,711
359,1912.2910000000004,0.05,712
360,1875.5490000000004,0.05,712
361,2032.0619999999997,0.05,713
362,1916.1670000000006,0.05,713
363,1917.3340000000003,0.05,713
364,1656.906000000001,0.05,714
365,1873.4560000000006,0.05,714
366,1818.8630000000014,0.05,715
367,1786.72,0.05,715
368,1967.287,0.05,716
369,1756.256000000001,0.05,716
370,1881.595000000001,0.05,719
371,1756.6720000000005,0.05,719
372,1810.713,0.05,719
373,1833.6329999999996,0.05,719
374,1964.6800000000014,0.05,719
375,1911.9480000000005,0.05,720
376,1668.1420000000014,0.05,720
377,1782.0000000000014,0.05,720
378,1822.271000000001,0.05,720
379,1956.1300000000015,0.05,720
380,1950.287,0.05,720
381,1808.5209999999997,0.05,720
382,1668.33,0.05,720
383,1898.4990000000005,0.05,720
384,2088.6400000000017,0.05,720
385,1942.2590000000027,0.05,720
386,1775.6060000000004,0.05,720
387,2073.6520000000005,0.05,720
388,1786.287,0.05,720
389,1791.0450000000003,0.05,720
390,1884.192,0.05,720
391,1820.3440000000007,0.05,721
392,1736.7660000000003,0.05,721
393,1876.3639999999998,0.05,721
394,2090.9510000000005,0.05,721
395,1875.819,0.05,721
396,1913.4260000000004,0.05,721
397,1931.4730000000015,0.05,721
398,1971.2180000000003,0.05,722
399,1944.714,0.05,722
