episode,return,cost_per_order,loss
234,-1593.677,1593.677,14.1239
235,-1686.797,1686.797,104.1467
236,-1908.109,1908.109,50.4612
237,-1398.394,1398.394,98.1946
238,-2038.759,2038.759,52.8872
239,-1730.191,1730.191,108.9813
240,-1573.195,1573.195,68.5771
241,-1823.966,1823.966,64.4435
242,-1789.223,1789.223,-17.1787
243,-1478.485,1478.485,38.8996
244,-1564.59,1564.59,105.8519
245,-1277.387,1277.387,148.3337
246,-1773.388,1773.388,116.8753
247,-1826.102,1826.102,56.6617
248,-1848.715,1848.715,-18.699
249,-1593.106,1593.106,123.8473
250,-1919.799,1919.799,31.367
251,-696.683,696.683,194.4297
252,-1639.674,1639.674,64.0006
253,-1283.07,1283.07,149.1979
254,-1908.368,1908.368,38.301
255,-1134.549,1134.549,140.7398
256,-1619.041,1619.041,190.9279
257,-1533.431,1533.431,130.7603
258,-1438.319,1438.319,84.4509
259,-2007.854,2007.854,70.0072
260,-1523.681,1523.681,68.0395
261,-1633.829,1633.829,73.5854
262,-1785.297,1785.297,24.2832
263,-1278.543,1278.543,99.2761
264,-1772.565,1772.565,99.7551
265,-1030.964,1030.964,165.3613
266,-1997.121,1997.121,86.4724
267,-1662.602,1662.602,77.1124
268,-1522.778,1522.778,114.6267
269,-1294.367,1294.367,156.1306
270,-1622.737,1622.737,123.3256
271,-1611.071,1611.071,108.4231
272,-1607.757,1607.757,119.4331
273,-1325.543,1325.543,105.0983
274,-1547.818,1547.818,106.61
275,-1394.474,1394.474,126.6744
276,-1593.043,1593.043,78.0745
277,-1254.14,1254.14,88.1706
278,-1349.004,1349.004,159.5639
279,-1658.738,1658.738,100.8363
280,-1539.193,1539.193,143.8155
281,-1677.449,1677.449,64.0124
282,-1837.212,1837.212,22.1983
283,-1574.713,1574.713,195.1686
284,-1527.444,1527.444,97.0573
285,-1568.357,1568.357,75.2452
286,-1932.5,1932.5,35.461
287,-1201.097,1201.097,124.6528
288,-1716.921,1716.921,48.5229
289,-1310.446,1310.446,133.3277
290,-1574.521,1574.521,173.0324
291,-1413.336,1413.336,76.3219
292,-1290.64,1290.64,144.598
293,-1269.269,1269.269,152.9171
294,-1186.424,1186.424,179.2672
295,-1314.718,1314.718,204.0616
296,-1582.472,1582.472,81.3083
297,-1480.879,1480.879,150.2798
298,-1229.267,1229.267,176.269
299,-1439.99,1439.99,146.6237
300,-1608.209,1608.209,130.2096
301,-1350.173,1350.173,127.099
302,-1420.409,1420.409,126.3098
303,-1687.27,1687.27,66.2913
304,-933.28,933.28,153.5562
305,-1368.426,1368.426,140.7865
306,-1388.733,1388.733,108.9134
307,-960.832,960.832,157.4884
308,-1135.538,1135.538,165.5507
309,-1327.746,1327.746,149.9964
310,-767.007,767.007,247.4856
311,-1548.548,1548.548,110.2838
312,-1838.499,1838.499,99.241
313,-1474.767,1474.767,163.8568
314,-1383.931,1383.931,120.3991
315,-1507.295,1507.295,30.6374
316,-1508.194,1508.194,148.6893
317,-1318.72,1318.72,141.0934
318,-1492.931,1492.931,151.9664
319,-1678.043,1678.043,98.4598
320,-1513.21,1513.21,122.9835
321,-1893.224,1893.224,73.442
322,-1716.538,1716.538,77.1434
323,-1468.104,1468.104,140.1686
324,-1634.26,1634.26,139.2923
325,-1606.827,1606.827,54.1077
326,-807.215,807.215,226.5367
327,-1124.743,1124.743,202.8789
328,-1451.569,1451.569,147.4692
329,-1298.212,1298.212,153.49
330,-1169.816,1169.816,168.7701
331,-1746.715,1746.715,18.3825
332,-1696.388,1696.388,59.9337
333,-1326.995,1326.995,195.7734
334,-1137.368,1137.368,141.1595
335,-1831.634,1831.634,45.9815
336,-1358.836,1358.836,183.913
337,-1193.45,1193.45,147.6766
338,-1188.149,1188.149,165.0626
339,-1449.188,1449.188,205.3392
340,-1697.778,1697.778,159.8899
341,-875.698,875.698,195.3866
342,-1394.229,1394.229,104.4654
343,-1243.492,1243.492,102.3282
344,-1428.33,1428.33,135.4785
345,-1449.033,1449.033,155.2111
346,-1180.258,1180.258,172.9458
347,-1463.578,1463.578,101.1033
348,-1309.325,1309.325,127.632
349,-1154.067,1154.067,168.1055
350,-1493.798,1493.798,128.3818
351,-1563.332,1563.332,45.6259
352,-1323.928,1323.928,150.861
353,-1035.347,1035.347,188.1589
354,-1294.031,1294.031,128.2372
355,-1020.83,1020.83,198.1775
356,-1718.244,1718.244,108.7419
357,-956.06,956.06,138.9309
358,-1398.26,1398.26,132.1131
359,-1363.189,1363.189,137.9902
360,-1419.059,1419.059,87.8383
361,-1339.781,1339.781,128.2722
362,-1763.575,1763.575,67.7865
363,-1552.951,1552.951,-0.0655
364,-605.234,605.234,22.1389
365,-1522.691,1522.691,71.5391
366,-1799.149,1799.149,79.3103
367,-1319.461,1319.461,120.9225
368,-1519.092,1519.092,82.6401
369,-1562.883,1562.883,85.1611
370,-1260.994,1260.994,143.8934
371,-1046.056,1046.056,105.8965
372,-991.81,991.81,137.3607
373,-871.111,871.111,152.9604
374,-1518.334,1518.334,28.2786
375,-1354.082,1354.082,87.2076
376,-47.4,47.4,124.9572
377,-2.285,2.285,37.4394
378,-1493.552,1493.552,63.1605
379,-1834.388,1834.388,50.4933
380,-1190.387,1190.387,88.459
381,-1443.134,1443.134,114.0831
382,-958.125,958.125,44.4459
383,-1300.415,1300.415,76.7298
384,-475.098,475.098,102.1365
385,-1510.046,1510.046,36.5289
386,-1963.339,1963.339,89.6898
387,-1180.797,1180.797,99.5873
388,-1340.058,1340.058,46.1635
389,-1565.128,1565.128,104.429
390,-954.989,954.989,86.1939
391,-1582.895,1582.895,25.4969
392,-1268.386,1268.386,87.9187
393,-1293.754,1293.754,81.464
394,-942.559,942.559,80.7178
395,-471.146,471.146,40.016
396,-862.721,862.721,83.6877
397,-830.481,830.481,91.1146
398,-1117.572,1117.572,88.4581
399,-1287.599,1287.599,94.0391
400,-426.887,426.887,85.1527
401,-488.67,488.67,42.274
402,-1087.14,1087.14,47.6936
403,-1190.499,1190.499,80.3788
404,-787.217,787.217,51.2092
405,-1331.69,1331.69,111.821
406,-610.635,610.635,33.8096
407,-1534.864,1534.864,44.5678
408,-1001.48,1001.48,69.2841
409,-251.162,251.162,20.4575
410,-68.718,68.718,11.5404
411,-205.995,205.995,61.9182
412,-920.867,920.867,12.398
413,-973.075,973.075,-4.8241
414,-836.347,836.347,67.8201
415,-777.028,777.028,16.7017
416,-300.008,300.008,112.0193
417,-339.156,339.156,68.711
418,-511.4,511.4,72.9045
419,-219.864,219.864,43.2166
420,-679.965,679.965,33.5581
421,-189.763,189.763,31.8886
422,-861.853,861.853,76.0148
423,-160.877,160.877,-3.6369
424,-65.741,65.741,55.6798
425,-19.977,19.977,55.321
426,-184.559,184.559,38.3308
427,-546.694,546.694,64.201
428,-433.862,433.862,97.644
429,-86.162,86.162,9.6822
430,-122.358,122.358,42.0883
431,-101.426,101.426,12.7342
432,-165.774,165.774,31.8109
433,-175.445,175.445,49.8302
434,-215.249,215.249,55.108
435,-585.09,585.09,-9.2912
436,-207.601,207.601,57.8136
437,-353.015,353.015,65.0725
438,-58.597,58.597,40.822
439,-54.496,54.496,12.9601
440,-183.627,183.627,32.0263
441,-188.16,188.16,22.0012
442,-43.465,43.465,71.3075
443,-455.358,455.358,15.565
444,-36.346,36.346,16.5698
445,-66.016,66.016,32.3711
446,-155.336,155.336,22.408
447,-161.896,161.896,21.2769
448,-146.474,146.474,16.7996
449,-203.651,203.651,4.6385
450,-286.919,286.919,54.8295
451,-33.698,33.698,34.4126
452,-452.628,452.628,-1.6197
453,-137.347,137.347,8.492
454,-225.071,225.071,66.2701
455,30.118,-30.118,9.6812
456,-387.044,387.044,14.7635
457,-55.428,55.428,32.6935
458,-386.732,386.732,50.9645
459,-99.961,99.961,-6.5161
460,-282.078,282.078,35.9606
461,-230.323,230.323,38.3019
462,-445.682,445.682,31.4078
463,-213.708,213.708,18.7078
464,-281.2,281.2,52.6755
465,-214.56,214.56,46.2717
466,-401.135,401.135,7.8411
467,-456.054,456.054,13.8695
468,-228.34,228.34,38.1772
469,-388.543,388.543,80.6889
470,-126.197,126.197,34.9704
471,-409.432,409.432,44.6113
472,-595.887,595.887,61.7818
473,-274.739,274.739,4.1561
474,-136.644,136.644,10.1345
475,-1040.034,1040.034,17.6568
476,-816.805,816.805,85.4354
477,-915.208,915.208,89.3065
478,-469.806,469.806,76.1348
479,-622.44,622.44,81.1195
480,-266.751,266.751,68.7406
481,-194.401,194.401,65.2327
482,-1208.281,1208.281,124.8116
483,-344.294,344.294,75.2994
484,-901.384,901.384,84.1041
485,-99.11,99.11,41.2685
486,-410.184,410.184,51.7114
487,-502.667,502.667,69.4812
488,-111.979,111.979,26.0201
489,-461.359,461.359,52.7913
490,-370.411,370.411,52.1443
491,-76.9,76.9,35.7737
492,-48.845,48.845,48.5879
493,-780.923,780.923,151.3094
494,-572.512,572.512,50.229
495,-184.677,184.677,-4.6961
496,-439.529,439.529,79.109
497,-234.871,234.871,17.7731
498,-365.076,365.076,30.6884
499,-288.147,288.147,46.2829
