step,episode,ep_return,epsilon
36455,486,91.0510,0.8846
36529,487,-35.4600,0.8843
36601,488,-143.4830,0.8841
36662,489,-131.2570,0.8839
36739,490,-123.3660,0.8837
36815,491,-480.5210,0.8834
36873,492,-432.9620,0.8832
36946,493,-241.6470,0.8830
37027,494,-216.6800,0.8828
37100,495,12.1420,0.8825
37162,496,-1.6060,0.8823
37267,497,-409.0650,0.8820
37340,498,-279.3520,0.8818
37415,499,-198.3530,0.8815
37504,500,-168.1440,0.8812
37560,501,-308.0100,0.8811
37627,502,-198.5030,0.8809
37694,503,-506.0700,0.8806
37783,504,-259.7960,0.8804
37865,505,-244.6640,0.8801
37936,506,-955.2560,0.8799
37986,507,-40.9150,0.8797
38053,508,-737.3700,0.8795
38129,509,-559.2510,0.8793
38208,510,-913.3240,0.8790
38279,511,-49.4280,0.8788
38335,512,-145.6270,0.8786
38439,513,-180.8860,0.8783
38509,514,-762.6080,0.8781
38571,515,20.8310,0.8779
38645,516,-86.7970,0.8776
38732,517,-111.1070,0.8774
38817,518,-142.3600,0.8771
38886,519,-94.6950,0.8769
38958,520,-262.7400,0.8766
39031,521,-119.2870,0.8764
39083,522,-115.5120,0.8762
39173,523,-457.5900,0.8760
39237,524,-197.5840,0.8758
39320,525,-348.7410,0.8755
39382,526,-267.7770,0.8753
39450,527,-528.9910,0.8751
39529,528,-17.3470,0.8748
39625,529,-267.2730,0.8745
39703,530,-419.7940,0.8743
39765,531,-326.8760,0.8741
39809,532,-317.1230,0.8739
39879,533,-462.6830,0.8737
39941,534,-302.4710,0.8735
40017,535,122.3400,0.8733
40082,536,-573.3740,0.8731
40177,537,65.5210,0.8728
40277,538,-192.4120,0.8725
40350,539,-229.4520,0.8722
40486,540,124.1330,0.8718
40546,541,-296.7220,0.8716
40611,542,-130.6470,0.8714
40680,543,-849.1410,0.8712
40726,544,-113.9840,0.8710
40783,545,-281.5110,0.8709
40863,546,-70.8090,0.8706
40927,547,-472.3060,0.8704
41010,548,-82.4910,0.8701
41081,549,-288.8080,0.8699
41152,550,-87.9370,0.8697
41211,551,-254.2610,0.8695
41277,552,-633.9390,0.8693
41326,553,-265.3020,0.8691
41371,554,-439.4530,0.8690
41440,555,-475.7460,0.8688
41514,556,-309.8640,0.8685
41615,557,-432.5710,0.8682
41722,558,-546.1820,0.8679
41821,559,-299.7770,0.8676
41887,560,-169.9850,0.8674
41977,561,-282.2760,0.8671
42033,562,-107.3820,0.8669
42117,563,-512.4430,0.8666
42173,564,-182.7510,0.8665
42243,565,-418.9720,0.8662
42336,566,-340.0750,0.8659
42393,567,-224.5590,0.8658
42463,568,-572.7600,0.8655
42531,569,-297.2930,0.8653
42588,570,-645.2540,0.8651
42690,571,-0.8340,0.8648
42768,572,-281.2540,0.8646
42841,573,-375.7560,0.8643
42949,574,8.7620,0.8640
43009,575,-65.7470,0.8638
43100,576,-102.0610,0.8635
43166,577,9.7720,0.8633
43246,578,-597.4770,0.8631
43340,579,-347.4650,0.8628
43427,580,-173.0710,0.8625
43509,581,-519.7520,0.8622
43601,582,-282.5530,0.8619
43677,583,-459.4160,0.8617
43734,584,-113.7640,0.8615
43803,585,-734.1520,0.8613
43890,586,-398.9360,0.8610
43956,587,-181.4920,0.8608
44032,588,-454.2730,0.8606
44107,589,-42.2170,0.8603
44204,590,-482.2600,0.8600
44274,591,-206.1060,0.8598
44337,592,-891.0550,0.8596
44457,593,-215.0200,0.8592
44527,594,-132.0690,0.8590
44609,595,-387.0850,0.8587
44666,596,-811.5890,0.8586
44747,597,-647.2280,0.8583
44823,598,-339.0870,0.8581
44928,599,-263.4750,0.8577
45009,600,-269.0700,0.8575
45075,601,-175.1850,0.8573
45148,602,-207.2120,0.8570
45205,603,-217.1860,0.8569
45289,604,-139.5930,0.8566
45347,605,-250.4440,0.8564
45419,606,-168.3610,0.8562
45507,607,-520.7250,0.8559
45582,608,-86.0520,0.8557
45672,609,-524.4140,0.8554
45740,610,-348.1500,0.8552
45848,611,246.1170,0.8548
45958,612,68.5930,0.8545
46027,613,-84.7690,0.8543
