episode,return,shaped_return,loss
121,-340.19,2784.81,1222101.375
122,-125.31,2484.69,788324.6875
123,-595.74,4069.26,2468538.25
124,-630.46,4009.54,2286179.0
125,-365.447,3559.553,1884545.875
126,-404.386,3950.614,2095797.25
127,65.678,3590.678,1558577.0
128,-106.094,2708.906,1045776.0
129,-733.986,5686.014,3693130.5
130,-571.193,5348.807,3349899.5
131,-244.518,3815.482,1704884.125
132,-25.818,3559.182,1468017.5
133,-506.329,3393.671,1903055.0
134,-302.983,2782.017,1300376.25
135,115.532,4500.532,1830225.375
136,-48.189,2691.811,967247.6875
137,-385.633,4489.367,2516792.0
138,-952.585,5482.415,4177482.25
139,-255.488,2589.512,1144420.75
140,-215.738,3754.262,1809009.75
141,-37.821,2752.179,977996.1875
142,-100.485,3499.515,1387219.25
143,3.16,2828.16,988099.0
144,-1088.712,5646.288,4537397.0
145,-698.503,3231.497,1765399.375
146,-236.579,2573.421,985075.5
147,-270.646,3749.354,1855047.625
148,-440.814,5044.186,2849977.0
149,-590.066,4504.934,2550355.0
150,-834.9,4590.1,2751927.75
151,-477.129,4247.871,2167775.75
152,-636.057,3993.943,2282141.25
153,-25.987,2679.013,1111659.125
154,-53.605,2676.395,953887.625
155,-181.941,2648.059,1152612.375
156,-638.429,3321.571,1839795.25
157,100.207,3335.207,1311084.25
158,-112.932,3427.068,1493415.625
159,-400.17,4484.83,2529696.25
160,-1184.632,6020.368,5002165.0
161,-485.034,4649.966,2458948.25
162,-524.074,4985.926,3127328.0
163,-126.941,2198.059,724655.3125
164,-278.733,2811.267,1234442.25
165,-500.721,4009.279,2070181.25
166,-19.292,2840.708,1066381.75
167,-173.905,4741.095,2051314.75
168,-243.013,3961.987,1739315.0
169,-293.154,3826.846,1743212.125
170,-448.131,3766.869,1848650.625
171,-143.037,3486.963,1752878.125
172,-171.644,2498.356,966588.25
173,-358.13,4036.87,2113018.75
174,-501.156,4248.844,2242597.25
175,-316.193,2603.807,1058845.875
176,-398.168,3826.832,1624109.625
177,199.082,3634.082,1554929.125
178,-176.975,2873.025,1142156.625
179,-532.646,3532.354,1779192.0
180,-647.305,4487.695,2767618.25
181,-113.866,3541.134,1580125.125
182,-226.256,2778.744,1067926.5
183,-608.068,5251.932,3040042.5
184,-221.962,3593.038,1948961.5
185,-39.858,5595.142,2895755.0
186,-20.511,3539.489,1455656.25
187,-476.189,4353.811,2244868.75
188,-764.82,5055.18,3337400.5
189,-260.715,2964.285,1440019.875
190,-292.304,2842.696,1247476.375
191,-616.329,4753.671,3183445.5
192,-233.365,3531.635,1475564.5
193,-131.301,5213.699,2409809.25
194,-297.411,3532.589,1700222.625
195,-262.948,3872.052,2017881.75
196,-847.706,3637.294,2400733.25
197,-246.657,4053.343,1919576.5
198,46.462,2841.462,1068860.125
199,-347.147,3292.853,1630762.5
200,-215.264,2839.736,1130105.625
201,-303.345,3096.655,1380465.125
202,-105.225,1974.775,585006.875
203,-579.752,4355.248,2914709.75
204,-82.123,3337.877,1381907.125
205,-70.956,4319.044,1958495.75
206,-1318.584,6716.416,5402572.5
207,-575.602,5479.398,3395070.75
208,-516.282,5473.718,3514346.25
209,-254.686,2945.314,1286005.75
210,-229.924,3615.076,1587008.125
211,-732.102,4127.898,2657410.0
212,-474.346,4710.654,2801155.5
213,-175.846,2664.154,1194933.875
214,-558.006,5536.994,3363165.0
215,-405.452,3034.548,1354667.375
216,-565.411,5624.589,3807944.75
217,-29.827,5850.173,2805688.75
218,-1127.764,5647.236,4329902.5
219,-1024.487,4290.513,3006604.5
220,-174.884,2455.116,955385.75
221,-380.48,2469.52,1020371.625
222,-815.209,5309.791,3625278.25
223,-321.889,3008.111,1272552.625
224,-202.784,3897.216,1790173.5
225,-757.385,4057.615,2381877.25
226,-439.043,3365.957,1700005.75
227,-417.864,3697.136,2078412.0
228,-991.608,4833.392,3627350.0
229,-188.617,4141.383,2165184.0
230,-76.056,3528.944,1585130.875
231,-457.728,4157.272,2110508.25
232,-1401.772,6173.228,5802314.0
233,-1073.396,6076.604,4836920.0
234,-556.553,5513.447,3800657.5
235,-338.009,2721.991,1123305.5
236,-560.587,4864.413,2960004.5
237,-204.188,2585.812,1025388.3125
238,-849.643,5270.357,3898327.75
239,-1315.804,5299.196,5208668.0
240,-1074.166,5900.834,4698584.5
241,-916.859,4398.141,2905196.75
242,-1217.885,6182.115,5357362.0
243,-138.295,1676.705,531654.5
244,-125.684,4099.316,1873122.75
245,-1135.805,5349.195,4074211.5
246,8.577,3618.577,1467806.5
247,-609.684,5115.316,3410302.5
248,-1117.542,5267.458,4318458.0
249,-1428.681,5826.319,5230018.5
250,-441.967,4308.033,2491740.75
251,8.619,3408.619,1422937.875
252,89.484,5684.484,2486947.5
253,-237.637,3977.363,2022401.125
254,-408.527,3936.473,2138779.25
255,-440.136,3709.864,1945464.625
256,5.648,3680.648,1354331.625
257,-1162.165,5597.835,4621897.0
258,-225.354,5099.646,2428664.5
259,-312.461,4197.539,2264563.0
260,-532.348,5357.652,3299128.5
261,-484.346,3980.654,2185932.25
262,-1007.917,5722.083,4285349.0
263,-569.868,2485.132,1320478.75
264,-750.051,5539.949,3661122.75
265,-879.436,5750.564,3914686.0
266,-809.387,5240.613,3430713.25
267,-960.322,4774.678,3574160.0
268,-346.072,4383.928,2372716.25
269,-829.987,5600.013,4073063.25
270,-698.523,4951.477,3164897.75
271,-1102.055,5572.945,4158960.5
272,-143.09,3591.91,1543975.5
273,-842.624,4387.376,3055462.25
274,-667.194,5827.806,3784072.0
275,-863.845,5721.155,4341388.5
276,-113.455,3006.545,1117633.0
277,-71.747,2138.253,743462.5
278,-823.538,5376.462,3546078.5
279,-327.21,2857.79,1267572.625
280,-155.625,2964.375,1298589.375
281,-1084.34,5185.66,3473706.0
282,-1347.179,4567.821,3618054.5
283,-889.636,5000.364,3927428.25
284,-415.434,3184.566,1499026.375
285,-542.573,3577.427,2001404.75
286,-1207.726,5542.274,4414849.0
287,-1389.153,6035.847,5391894.0
288,-552.283,5717.717,3183066.0
289,-1378.06,5466.94,4538338.5
290,-482.407,5762.593,3086171.0
291,-929.956,6215.044,4553976.5
292,-840.042,5059.958,3605387.5
293,-974.84,5635.16,3639233.0
294,-795.077,5799.923,4234055.5
295,-604.43,5645.57,3113757.75
296,-382.041,4782.959,2628941.5
297,-994.404,6005.596,4715632.5
298,-383.515,2601.485,1147469.125
299,-803.679,5601.321,3593158.75
300,-960.785,6094.215,4621220.5
301,-1027.99,5737.01,4296972.0
302,-803.191,5571.809,4154499.25
303,-828.852,5431.148,3701302.75
304,-1127.039,5227.961,3977424.75
305,-562.429,5237.571,2957136.5
306,-956.753,5228.247,3632381.5
307,-1184.034,4950.966,3772776.0
308,-355.495,6434.505,4001728.0
309,-946.736,5223.264,3916553.5
310,-568.94,5601.06,3529933.25
311,-806.137,5453.863,3326121.5
312,-327.647,3382.353,1739478.125
313,-1652.59,6172.41,5885016.5
314,-973.05,6241.95,4523697.0
315,-413.508,6321.492,3559869.0
316,-1031.75,5273.25,4123995.5
317,-902.502,5722.498,4228863.0
318,58.883,4033.883,1836553.625
319,-974.006,5915.994,3872261.75
320,-1102.024,5887.976,4588684.5
321,-1053.255,5601.745,4237010.0
322,-903.252,6076.748,4504834.0
323,-1161.458,5273.542,4175793.5
324,-440.122,4244.878,2330319.75
325,-754.976,4730.024,3430577.75
326,-1084.051,5270.949,4283900.0
327,69.614,5824.614,2768273.0
328,-455.231,6674.769,3794292.5
329,-988.49,5076.51,3375192.75
330,-747.518,5612.482,3675229.75
331,-531.151,6123.849,3787291.5
332,-1339.561,5290.439,4640479.5
333,-711.12,5923.88,3853154.75
334,-1172.476,5672.524,4478362.0
335,-660.315,4724.685,2796992.25
336,-381.189,2708.811,1347473.0
337,-843.584,5811.416,3936705.75
338,-578.952,5751.048,3634251.25
339,-727.706,4862.294,2729355.25
340,-475.168,4249.832,2451140.5
341,-1073.54,6286.46,4899383.0
342,-726.541,5003.459,3131810.25
343,-684.551,5780.449,3461653.25
344,-575.251,6044.749,3564658.5
345,-871.334,5738.666,4116669.0
346,-1238.733,5631.267,4580797.0
347,-927.975,5942.025,4200660.5
348,-662.765,5597.235,3433472.5
349,-260.497,3739.503,1521245.375
350,-570.029,5389.971,3329876.75
351,-1274.024,5465.976,4795474.0
352,-989.651,5665.349,4755031.0
353,-1006.327,5903.673,4648762.5
354,-855.898,5814.102,3869791.0
355,-1067.371,5317.629,3808947.5
356,-768.153,5556.847,3552824.5
357,-1220.359,5784.641,5035817.0
358,-575.055,5584.945,3352539.5
359,-1054.565,5210.435,3982174.75
360,-847.986,6227.014,4158828.25
361,-954.907,5940.093,4234586.0
362,-993.084,5001.916,4023234.75
363,-1162.036,5922.964,4571690.5
364,-1332.959,5272.041,3676808.75
365,-1171.646,5948.354,5051560.5
366,-1243.313,6006.687,5117196.0
367,-1262.495,6127.505,5236208.0
368,-547.533,5672.467,3297123.0
369,-1177.574,5197.426,3908295.25
370,-429.771,4585.229,2381842.5
371,-1078.982,5886.018,4167810.5
372,21.569,3021.569,1051628.5
373,72.474,4457.474,2162954.25
374,-702.56,6052.44,3628392.5
375,-1364.807,5185.193,4122820.25
376,-690.452,6014.548,3912147.0
377,-303.31,5611.69,3039574.75
378,-707.154,5792.846,3668304.75
379,-966.776,4653.224,3279303.5
380,-1038.445,5091.555,4114965.25
381,-838.874,5931.126,3947787.25
382,-1301.756,5918.244,5168403.0
383,-1137.942,4967.058,3837367.0
384,-786.474,5478.526,3670098.25
385,-281.73,3688.27,1791794.875
386,-1199.244,5000.756,3955151.25
387,-871.439,4948.561,3127493.5
388,-694.371,5510.629,3603556.0
389,-1154.425,5330.575,3832249.0
390,-1060.753,4914.247,3479791.0
391,-494.448,4925.552,2493403.25
392,-1103.016,5601.984,4081478.25
393,-1085.683,5199.317,3830934.0
394,-791.168,5673.832,3996488.25
395,-253.465,5991.535,3131429.5
396,-989.405,5245.595,3683153.5
397,-585.893,3709.107,1964550.25
398,-1087.365,5017.635,3593829.5
399,-382.295,3832.705,1725019.375
400,-1218.856,6141.144,4881809.0
401,-889.521,4545.479,2806071.5
402,-462.096,5432.904,3082511.5
403,-887.781,5252.219,3455557.75
404,-745.566,5584.434,3545638.0
405,-561.105,5028.895,2640661.75
406,-965.607,6259.393,4495489.5
407,-1274.282,6275.718,5231807.0
408,-948.279,5706.721,4171706.5
409,-691.843,5618.157,2888055.75
410,-340.811,3454.189,1602140.25
411,-803.318,5566.682,3393692.25
412,-880.51,5329.49,3588668.25
413,-1369.056,5525.944,4836850.0
414,-895.416,5024.584,3435322.5
415,-1090.802,5854.198,4588385.5
416,-853.715,5191.285,3336590.5
417,-472.387,5752.613,3466957.5
418,-933.746,4776.254,3277662.5
419,-656.903,3693.097,2327424.5
420,-640.412,5794.588,3812324.75
421,-137.5,2452.5,937713.0
422,-368.419,3516.581,1618717.125
423,-944.488,5970.512,4263964.5
424,-1219.016,5405.984,4609212.5
425,-1030.454,4539.546,3029485.5
426,-215.15,5974.85,3189180.0
427,-1219.537,5470.463,4578489.5
428,-1371.621,6503.379,5620509.5
429,-1039.666,5530.334,3942843.0
430,-901.438,5658.562,4053477.75
431,-651.358,5103.642,2788280.0
432,-792.538,5602.462,3325991.25
433,-1394.317,5675.683,5350500.0
434,-93.914,3376.086,1439706.0
435,-717.979,4957.021,3014935.0
436,-1591.539,5318.461,4928195.0
437,-515.157,6374.843,3619547.5
438,-19.013,5765.987,2403125.75
439,-1036.228,5718.772,3913254.75
440,-289.158,3170.842,1494752.625
441,-101.44,3853.56,1654341.375
442,-988.53,5706.47,4077957.5
443,-576.98,6443.02,3781744.25
444,-399.853,3260.147,1561501.375
445,-854.904,5780.096,3932383.0
446,-821.163,5628.837,3850995.25
447,-709.214,5435.786,3514161.25
448,-445.561,5939.439,3640060.25
449,-1151.848,5513.152,3881671.5
450,-1017.639,5312.361,4232223.0
451,-1299.201,5750.799,4086695.0
452,-955.569,5269.431,3413129.25
453,-1151.616,5553.384,3899546.0
454,-773.266,5226.734,3330101.5
455,-816.444,5958.556,3867148.0
456,-1069.423,5800.577,4226704.0
457,-687.763,5462.237,3118786.5
458,-581.079,5283.921,3052902.25
459,-1056.74,5588.26,3806744.75
460,-1263.985,5736.015,4898469.0
461,-1300.839,5749.161,5094082.0
462,-784.028,4115.972,2110701.75
463,-465.432,3154.568,1600535.625
464,-1137.018,6047.982,4518463.0
465,-844.524,5000.476,3212233.25
466,-417.009,5867.991,3327530.5
467,-1044.673,5660.327,3987999.5
468,-861.101,5238.899,3437021.25
469,-1014.343,5915.657,4352392.0
470,-1311.12,5298.88,4176132.0
471,-1112.705,6037.295,4746575.5
472,-1345.689,5799.311,5074940.5
473,-1622.299,6047.701,5209109.5
474,-390.904,6589.096,4038936.5
475,-942.818,5897.182,4717892.0
476,-755.868,6489.132,3842952.75
477,-932.02,6482.98,4678514.5
478,-691.454,5028.546,3107189.0
479,-812.927,5227.073,3464368.25
480,-1008.022,5511.978,4137067.25
481,-779.027,6020.973,4347493.5
482,-897.417,6512.583,4588128.5
483,-1037.406,5257.594,3179744.25
484,-1149.116,5555.884,4199558.5
485,-718.399,5446.601,3466145.25
486,-773.96,6351.04,4533577.0
487,-547.392,5732.608,3110836.75
488,-903.465,5301.535,3702059.25
489,-920.542,5289.458,3228595.0
490,-1471.616,5193.384,4239727.0
491,-464.902,3365.098,1762510.25
492,-716.215,5808.785,3592439.75
493,-1278.001,5946.999,4871381.5
494,-896.568,5958.432,3944070.5
495,-842.144,4897.856,3035899.0
496,-961.76,5003.24,3124609.5
497,-867.752,5192.248,3099113.25
498,-859.648,5735.352,3523783.0
499,-1096.272,5378.728,3724935.75
500,-864.927,5405.073,3418539.5
501,-1128.925,5466.075,4154883.0
502,-1220.568,6414.432,5575635.5
503,-1258.627,5751.373,5028625.0
504,-822.858,5797.142,4261346.5
505,-686.388,5738.612,3980058.25
506,-1238.206,4896.794,3763439.5
507,-920.174,5499.826,3714767.25
508,-758.659,5406.341,3438997.0
509,-282.412,3292.588,1485207.625
510,-1541.665,5733.335,5454332.0
511,-976.29,6543.71,4558854.5
512,-1034.496,5635.504,3949096.25
513,-1392.241,5427.759,4717032.5
514,-906.768,6033.232,4687432.0
515,-801.745,5153.255,3091626.0
516,-1084.712,4990.288,3393490.5
517,-1145.705,5424.295,4313020.5
518,-1064.493,4975.507,3266331.5
519,-1438.089,5556.911,4568872.5
520,-1290.966,5349.034,4505474.5
521,-1333.087,5831.913,4842823.0
522,-753.364,5316.636,3198092.25
523,-761.123,5028.877,3368367.75
524,-1001.109,5883.891,4167813.75
525,-634.422,5430.578,3394185.5
526,-794.086,5735.914,3887035.0
527,-1226.134,5348.866,4241336.0
528,-726.547,5423.453,3251016.5
529,-1142.337,5887.663,4733138.5
530,-785.079,6204.921,4409373.5
531,-957.942,5542.058,4246276.5
532,-968.619,5651.381,4082594.5
533,-644.604,5225.396,2810034.0
534,-950.425,6229.575,4545260.5
535,-1448.92,5666.08,5231362.0
536,-651.566,5553.434,3442627.5
537,-710.063,5264.937,3285148.5
538,-1254.249,6290.751,5086670.0
539,-330.765,4499.235,2056952.0
540,-490.206,5569.794,2787205.0
541,-1132.131,5182.869,4104433.25
542,-1325.568,5784.432,5009023.5
543,-898.729,5526.271,3879366.0
544,-136.658,3123.342,1221390.875
545,-1127.662,5682.338,4703092.0
546,-1067.398,6157.602,4862987.0
547,-199.532,5655.468,2943362.0
548,-1511.445,5813.555,5179093.0
549,-516.344,3578.656,1987489.0
550,-1215.413,5619.587,4498703.5
551,-694.649,5510.351,3266408.75
552,-821.827,4338.173,2887905.75
553,-154.825,5805.175,2900356.0
554,-1360.821,5304.179,5049509.0
555,-992.235,5692.765,3800391.0
556,-1214.754,5945.246,4386795.5
557,-1128.89,5296.11,4253712.0
558,-1224.366,6405.634,5458896.5
559,-631.459,6158.541,3904797.75
560,-1090.224,5959.776,4219405.0
561,-1154.341,5120.659,3675497.5
562,-1096.929,5598.071,4671054.5
563,-932.236,5362.764,4022366.25
564,-1274.104,5605.896,4893912.0
565,-1222.947,4932.053,4108597.0
566,-617.579,5542.421,3162301.5
567,-691.917,6593.083,4605494.0
568,-965.257,5839.743,3987752.25
569,-1036.651,4523.349,3093057.25
570,-1609.988,6395.012,6131750.0
571,-933.06,6201.94,4311116.5
572,-1241.678,5553.322,4120910.5
573,-744.19,5270.81,3296690.5
574,-1305.3,5409.7,4481017.0
575,-1012.349,5537.651,3561083.75
576,-915.266,4924.734,2538744.25
577,-576.567,4913.433,2593756.0
578,-1528.425,6576.575,5731416.0
579,-941.277,5238.723,3278174.5
580,-869.793,5885.207,3535674.25
581,-1084.176,5765.824,4213868.5
582,-169.041,5790.959,3000936.75
583,-771.293,4788.707,3406802.5
584,-838.187,5301.813,3327095.5
585,-1168.23,5856.77,4317128.5
586,-732.792,5197.208,3604567.5
587,-1159.824,5695.176,4410123.0
588,-1246.411,4943.589,3845744.0
589,-1113.089,5616.911,4396894.0
590,-1195.385,4659.615,3453952.5
591,-710.97,5394.03,3423702.25
592,-655.634,6284.366,3698452.0
593,-978.028,6051.972,4138325.0
594,-1272.577,5542.423,4205688.5
595,-1180.505,5364.495,3843037.75
596,-1155.272,5994.728,5179013.5
597,-801.676,5538.324,3771419.75
598,-937.322,5557.678,3794235.75
599,-701.987,6123.013,3668073.75
600,-1093.804,5771.196,4226011.5
601,-1017.503,6082.497,4012428.25
602,-806.851,5598.149,4007632.5
603,-535.54,5584.46,3196339.0
604,-689.06,6930.94,4946750.5
605,-746.891,5123.109,3156462.75
606,-1127.3,5617.7,4214053.5
607,-699.881,5810.119,3375646.5
608,-911.137,4823.863,3111636.25
609,-1088.809,5081.191,4100661.75
610,-956.525,5688.475,3734272.5
611,-681.996,5603.004,3717313.5
612,-1153.347,5616.653,4296699.5
613,-836.307,4883.693,2904513.75
614,-1241.106,5943.894,4833202.0
615,-1108.591,6116.409,4811289.5
616,-993.403,5271.597,3866038.5
617,-1236.453,5528.547,4141504.75
618,-501.439,3723.561,2101042.25
619,-857.526,5917.474,4119465.25
620,-1137.986,6007.014,5033645.5
621,-1493.571,5261.429,4531965.5
622,-949.547,6020.453,4599420.0
623,-843.123,5251.877,3542463.0
624,-633.402,5841.598,3793135.75
625,-779.093,5420.907,3457531.5
626,-852.153,5582.847,3786154.0
627,-496.408,5478.592,3153367.25
628,-308.559,5321.441,2504718.5
629,-1188.903,5871.097,4680715.5
630,-1192.936,6107.064,5258667.5
631,-276.052,6108.948,3002445.25
632,-696.035,5263.965,2736606.0
633,-1083.339,5661.661,4015856.5
634,-848.817,6036.183,4042079.25
635,-1375.797,5859.203,4865583.0
636,-1074.614,4735.386,3443570.0
637,-1496.6,4973.4,3980426.0
638,-853.843,5541.157,3628662.75
639,-1126.16,5618.84,4208933.5
640,-943.887,6946.113,4533160.5
641,-572.382,5377.618,3156260.5
642,-973.996,4586.004,3653206.0
643,-904.448,5545.552,3813036.5
644,-684.738,5540.262,3104699.5
645,-1175.056,6009.944,5187530.0
646,-1475.935,5874.065,5306248.0
647,-857.399,5737.601,3799998.0
648,-829.513,5885.487,3694692.25
649,-655.371,4954.629,2687907.5
650,-576.997,5508.003,3462136.75
651,-1214.003,5450.997,4479219.5
652,-588.752,5721.248,3717893.5
653,-646.751,6608.249,4408308.5
654,-1144.84,5885.16,4564325.5
655,-997.753,5642.247,4193403.75
656,-839.538,5930.462,4043518.0
657,-1254.303,5840.697,5039040.5
658,-884.848,6375.152,4296703.0
659,-1497.816,5887.184,5255035.0
660,-1328.962,5216.038,3701266.0
661,-806.98,5243.02,3367538.0
662,-684.154,5045.846,3198042.25
663,-724.733,4795.267,2550058.5
664,-995.323,5649.677,4042583.0
665,-1583.314,5831.686,5889721.5
666,-1343.843,5946.157,4947810.0
667,-1136.336,6048.664,4628581.0
668,-174.955,3020.045,1246388.125
669,-702.467,3782.533,2048270.75
670,-1072.6,5722.4,4453968.0
671,-1052.716,5287.284,3611536.0
672,-752.301,5192.699,3725553.0
673,-1040.731,5319.269,3816964.5
674,-868.532,5706.468,3732283.5
675,-1176.104,5093.896,3647191.75
676,-1576.775,5603.225,4786106.0
677,-1006.423,5868.577,4045131.0
678,-911.847,4928.153,2981133.75
679,-633.263,6166.737,3617964.5
680,-1490.258,5514.742,4651360.5
681,-1632.383,6397.617,5204514.0
682,-849.22,5165.78,3546889.75
683,-1409.803,5455.197,3981395.25
684,-890.309,5444.691,3417704.5
685,-601.241,6003.759,3386311.5
686,-684.184,5780.816,3645378.75
687,-952.093,5272.907,3474317.25
688,-753.858,5316.142,3353889.75
689,-1142.08,5402.92,4319353.0
690,-793.378,5736.622,3908326.0
691,-864.063,6075.937,3616140.75
692,-1168.549,6411.451,5407796.0
693,-732.543,5512.457,3459463.25
694,-971.254,5193.746,3351314.5
695,-1001.056,5673.944,4563173.0
696,-218.83,5636.17,3037689.25
697,-426.382,5848.618,2900614.75
698,-850.19,5619.81,3786340.75
699,-599.96,5270.04,3389820.75
700,-661.537,6268.463,4384456.0
701,-927.137,6182.863,4242386.5
702,-1117.055,5327.945,3858980.0
703,-1309.048,5365.952,4786526.5
704,-1107.731,5067.269,3871542.0
705,-938.362,5386.638,3361189.25
706,-880.098,5234.902,3610411.0
707,-880.014,6034.986,4182949.0
708,-971.537,5508.463,4004880.0
709,-1274.394,5395.606,4672122.5
710,-1151.63,5198.37,3681284.75
711,-734.031,5510.969,3549952.0
712,-704.187,5765.813,3589737.25
713,-1406.909,5603.091,4443673.0
714,-762.475,3942.525,1958133.125
715,-711.399,5433.601,3246717.75
716,-407.154,5192.846,2903587.0
717,-928.805,6111.195,4030268.25
718,-1017.099,5347.901,3920167.5
719,-991.585,5483.415,4167849.25
720,-1254.595,5240.405,4273908.5
721,-797.346,5512.654,3626946.5
722,-1020.702,4999.298,3548541.75
723,-455.174,5659.826,2915337.25
724,-942.562,5197.438,3576118.5
725,-1185.246,5529.754,4042474.5
726,-692.844,5162.156,2690986.25
727,-828.338,5361.662,3331466.75
728,-1367.191,5287.809,4340166.5
729,-1497.378,6517.622,5605322.5
730,-691.032,5868.968,3512179.25
731,-1234.913,6275.087,4498141.5
732,-969.883,5305.117,3166614.25
733,-771.584,6183.416,4022000.5
734,-1017.548,5872.452,4281454.5
735,-759.221,5230.779,3291402.0
736,11.479,3031.479,1191236.625
737,-467.319,3952.681,2266813.25
738,-872.696,5912.304,4122995.5
739,-1030.29,6049.71,4156746.5
740,-468.543,5721.457,3441322.25
741,-723.917,4711.083,2733331.25
742,-1213.215,5631.785,3908700.5
743,-1034.346,5195.654,3648880.75
744,-749.943,5435.057,3380708.5
745,-1166.806,5968.194,4278767.5
746,-816.044,5538.956,3512095.25
747,-981.185,5688.815,4093449.0
748,-832.652,6052.348,4239412.5
749,-995.48,5439.52,3956888.5
750,-1093.54,5211.46,3926508.0
751,-977.848,5317.152,3198438.0
752,-922.591,6547.409,4644112.5
753,-1047.317,4567.683,2972911.0
754,-1176.231,5563.769,4149028.75
755,-1332.796,5902.204,5058147.0
756,-1627.699,5707.301,5347155.0
757,-440.412,5279.588,2619339.75
758,-868.342,5641.658,3731699.0
759,-671.727,4763.273,2580103.0
760,-1601.02,5363.98,4433766.0
761,-840.964,5709.036,4067899.5
762,-1082.646,5172.354,3722271.5
763,-985.235,5854.765,3887159.75
764,-1002.352,5527.648,3814771.75
765,-1102.992,5542.008,4132109.75
766,-1293.867,5271.133,3410030.75
