episode,return,shaped_return,loss
447,-649.096,5565.904,3641591.0
448,-890.479,5899.521,3953446.25
449,-872.55,5557.45,4313395.5
450,-1031.493,6153.507,5058825.0
451,-780.783,5599.217,3989530.0
452,-911.064,5848.936,3902218.5
453,-239.28,5985.72,3284690.0
454,-761.976,6068.024,3957287.5
455,-982.899,4997.101,3747708.5
456,-199.29,2810.71,1121665.375
457,-840.455,4984.545,3505454.75
458,-1057.207,5587.793,4064278.25
459,-1148.134,5976.866,5270095.5
460,-831.134,5193.866,3600334.25
461,-674.495,4330.505,2609919.5
462,-1128.187,5151.813,3847002.5
463,-1263.373,5851.627,4566971.0
464,-829.37,5045.63,3159211.75
465,-544.899,5630.101,3187258.75
466,-1005.064,5764.936,4288353.0
467,-704.439,5470.561,3680029.75
468,-1093.832,5746.168,4607584.0
469,-1027.455,5737.545,3885534.0
470,-1270.463,5754.537,4569536.5
471,-1443.884,5646.116,4932551.5
472,-162.509,3122.491,1342318.875
473,-573.043,6466.957,4525441.5
474,-730.418,6204.582,4480867.5
475,-1120.469,5874.531,4988153.5
476,-846.786,5223.214,3553372.0
477,-981.506,4598.494,3313375.0
478,-358.229,5871.771,3781526.75
479,-822.332,5837.668,3751328.5
480,-878.76,5821.24,4059654.5
481,-1078.852,6231.148,4703545.0
482,-563.086,5896.914,3510588.25
483,-905.196,5929.804,4201762.5
484,-1016.582,4958.418,3311692.0
485,-921.978,6083.022,4350909.0
486,-702.615,5492.385,3597080.0
487,-670.355,5644.645,3562281.75
488,-906.056,5363.944,3593582.0
489,-1143.732,5886.268,4587026.0
490,-288.262,3801.738,1897659.375
491,-372.308,6332.692,3396371.0
492,-1106.468,6198.532,4749770.0
493,-1124.289,5620.711,4216680.5
494,-578.68,5276.32,3281812.25
495,-729.629,5280.371,3483889.5
496,-440.792,5839.208,3027663.5
497,-1160.196,5314.804,3704878.75
498,-1042.256,5492.744,3815856.75
499,-758.377,5616.623,3793799.25
500,-1003.281,5631.719,4095406.0
501,-1196.167,6378.833,5336567.0
502,-1319.534,5325.466,4617562.0
503,-853.517,5716.483,3594089.0
504,-661.897,5768.103,3793120.25
505,-872.722,3817.278,2805784.5
506,-1046.79,5333.21,3737651.5
507,-620.787,5674.213,3278156.75
508,-1285.103,5259.897,4397328.5
509,-1276.526,6198.474,4937411.0
510,-763.197,4386.803,2642336.5
511,-876.357,3633.643,2184310.25
512,-958.179,6066.821,4541368.5
513,-508.898,6611.102,3735043.75
514,-705.015,5299.985,3637363.5
515,-665.8,5499.2,3785021.0
516,-723.36,6031.64,4000448.25
517,-599.722,4025.278,2320884.5
518,-1312.838,5642.162,4375138.5
519,-1155.874,5604.126,4318945.5
520,-633.958,4596.042,3055477.75
521,-514.809,5695.191,3485793.75
522,-583.545,6281.455,3957322.0
523,-521.928,5703.072,3735182.25
524,-602.202,5617.798,3779764.75
525,-565.81,6064.19,4043798.5
526,-1071.358,5588.642,4617999.0
527,-646.43,5463.57,3449661.25
528,-1104.642,5925.358,4485060.0
529,-1128.332,5206.668,4098284.0
530,-896.58,5588.42,4247741.0
531,-610.096,6069.904,4050523.5
532,-456.624,5553.376,3105986.75
533,-915.03,6289.97,4422294.5
534,-1496.483,5573.517,5490011.0
535,-370.275,5979.725,3468600.75
536,-552.367,5527.633,3684945.5
537,-1400.152,6039.848,4750213.5
538,-701.701,5433.299,3651773.5
539,-586.43,5488.57,3427142.25
540,-643.909,5821.091,3737113.75
541,-1485.997,5529.003,5158772.0
542,-763.961,5631.039,3627551.75
543,-357.006,6197.994,3758809.25
544,-674.932,6225.068,4135174.75
545,-833.611,6471.389,4879614.0
546,-907.607,5717.393,4079853.25
547,-469.713,2755.287,1373719.625
548,-1143.52,6096.48,4590162.5
549,-931.053,6088.947,4623211.0
550,-872.803,5242.197,3524640.75
551,-1176.666,5303.334,4117812.75
552,-391.304,5308.696,2865542.75
553,-521.231,4128.769,2444890.25
554,-1086.849,5543.151,4056799.0
555,-1195.697,5959.303,5130902.0
556,-783.727,5866.273,3813001.5
557,-1271.345,6243.655,5194271.5
558,-796.013,5943.987,4013439.25
559,-1072.909,6007.091,4694746.5
560,-1087.849,5262.151,4251999.0
561,-1174.919,5485.081,3983130.75
562,-658.419,5781.581,3244258.25
563,-700.028,4739.972,2957030.5
564,-986.442,5223.558,3762142.5
565,-571.907,5628.093,3474409.75
566,-887.991,6312.009,4516704.5
567,-1197.467,5497.533,3924792.5
568,-879.509,4740.491,3202929.25
569,-1639.355,6310.645,6447170.5
570,-742.407,6437.593,4271500.0
571,-1142.618,5737.382,4371841.5
572,-385.521,4769.479,2546349.5
573,-1082.901,5807.099,4345363.0
574,-950.842,4834.158,3272961.75
575,-458.989,5531.011,3240634.75
576,-438.676,5146.324,2661057.5
577,-677.755,3532.245,2148626.0
578,-792.08,5527.92,3502574.75
579,-344.657,3335.343,1513570.375
580,-444.564,5385.436,3495158.5
581,232.408,6362.408,3214241.5
582,-1318.029,6156.971,5753787.5
583,-1009.22,5050.78,3695287.0
584,-1169.189,5780.811,4912139.5
585,-644.147,5350.853,3177984.0
586,-764.155,6290.845,3797830.0
587,-767.346,5652.654,3678786.0
588,-1196.732,5603.268,4435850.5
589,-706.341,5328.659,3463657.75
590,-413.18,5796.82,3296514.5
591,-964.949,5735.051,3798026.25
592,-990.925,5984.075,4641941.0
593,-892.884,6022.116,3839055.5
594,-764.348,5945.652,3773614.25
595,-885.774,6439.226,4695788.0
596,-468.892,5711.108,3241384.0
597,-841.571,5738.429,3834342.0
598,-929.9,5795.1,4400975.0
599,-1038.027,5781.973,4389429.5
600,-1279.118,5695.882,5295094.0
601,-236.544,6378.456,3537797.25
602,-960.629,5004.371,3525193.75
603,-867.925,6722.075,4665583.0
604,-49.854,6035.146,3040281.75
605,-757.144,6182.856,3998416.25
606,-786.768,5708.232,4085962.25
607,-461.588,5453.412,3204440.25
608,-754.405,5525.595,3560347.25
609,-869.551,5830.449,3872479.25
610,-920.852,5394.148,3850200.25
611,-867.058,6032.942,4426026.5
612,-463.38,5391.62,2937110.75
613,-1163.189,6026.811,4759959.5
614,-939.149,6310.851,4454884.5
615,-631.022,5698.978,3293790.5
616,-1035.454,5824.546,4385316.0
617,-1292.861,5202.139,4764466.5
618,-971.637,5738.363,3737999.5
619,-1203.396,5901.604,4817723.0
620,-978.354,5996.646,4523884.5
621,-924.702,6050.298,4571431.5
622,-483.14,5786.86,3344044.75
623,-598.229,5931.771,3764179.0
624,-594.592,5660.408,3571402.75
625,-1004.083,5420.917,3641034.0
626,-534.026,5470.974,3279553.5
627,-266.379,5483.621,2793647.25
628,-888.144,6256.856,3848843.25
629,-1198.07,6126.93,4604907.5
630,-831.769,5148.231,3262553.0
631,-649.183,5375.817,3295387.25
632,-1076.393,5678.607,4348394.0
633,-1101.787,5678.213,4603100.5
634,-795.853,4234.147,2893872.25
635,-1085.25,4779.75,3595797.25
636,-1080.324,5619.676,3953682.25
637,-498.049,6021.951,3679389.5
638,-840.857,5949.143,4165973.25
639,-1046.728,5943.272,4746674.0
640,-323.058,5751.942,3298264.0
641,-153.234,5791.766,2820121.0
642,-921.814,5463.186,3417874.0
643,-720.367,5424.633,3406914.0
644,-1157.249,6022.751,4836105.0
645,-1204.45,6265.55,4778446.5
646,-801.159,5738.841,3785611.5
647,-773.789,5951.211,4142565.5
648,-482.381,5167.619,2920837.0
649,-228.565,6006.435,3390932.75
650,-1162.46,5587.54,4793864.0
651,-1008.845,5091.155,3303393.0
652,-768.423,6426.577,4237829.0
653,-921.559,6198.441,4556663.5
654,-900.767,5839.233,4375407.5
655,-863.934,5826.066,4355556.0
656,-1265.484,5874.516,5028287.5
657,-904.011,6285.989,4408209.5
658,-1304.143,5045.857,4485473.0
659,-1154.474,5435.526,4334768.5
660,-740.729,5304.271,2618665.25
661,-463.176,5481.824,3103857.0
662,-258.658,5436.342,2644725.0
663,-721.04,6023.96,3672116.0
664,-1401.527,6038.473,5471045.0
665,-1159.909,6165.091,4645674.5
666,-849.28,6485.72,4603854.0
667,-408.161,5391.839,2808031.75
668,-101.172,2408.828,880788.75
669,-881.412,6063.588,4002956.25
670,-185.544,4574.456,2269920.25
671,-731.159,6008.841,4448529.0
672,-750.666,5769.334,3286116.5
673,-528.339,6186.661,3947837.25
674,-733.864,5706.136,3338457.0
675,-1268.432,6026.568,4790947.5
676,-752.513,6217.487,4332675.0
677,-636.088,5368.912,3349975.0
678,-815.581,5874.419,4079711.75
679,-928.942,4966.058,4055737.0
680,-1590.705,6409.295,6193731.5
681,-888.747,5166.253,3731486.75
682,-525.712,3379.288,1705204.0
683,-907.924,5422.076,3644248.25
684,-681.378,5878.622,3459151.25
685,-728.994,5756.006,3670651.0
686,-660.598,5629.402,3299522.0
687,-474.195,5705.805,3553004.5
688,-921.961,5663.039,3701808.5
689,-910.119,5599.881,4444162.0
690,-1049.791,5930.209,4574007.0
691,-852.87,6757.13,4421557.0
692,-800.975,5424.025,3388483.25
693,-657.737,5642.263,3367851.0
694,-816.49,5988.51,4201916.5
695,-822.27,4672.73,2926896.5
696,-592.633,5527.367,3636210.75
697,-1073.022,5271.978,3325252.0
698,-563.123,5321.877,2941983.75
699,-568.546,6396.454,4094982.75
700,-1035.094,6034.906,4038243.25
701,-993.729,5511.271,3827755.75
702,-1170.175,5624.825,4056764.75
703,-755.232,5544.768,3946253.25
704,-963.486,5376.514,3518450.5
705,-813.968,5771.032,3184565.75
706,-1097.048,5692.952,4903923.5
707,-702.626,6017.374,3952241.25
708,-974.136,5840.864,3797260.5
709,-607.855,5977.145,3754201.25
710,-315.096,6094.904,3174211.25
711,-770.457,5724.543,4005696.75
712,-1047.605,6077.395,4310928.0
713,-599.743,5625.257,3185112.75
714,-874.556,5165.444,3405099.25
715,-355.636,5244.364,2745586.75
716,-873.714,6176.286,4379357.5
717,-741.362,4623.638,2703075.0
718,-931.909,5468.091,4189626.75
719,-847.272,5932.728,4140145.0
720,-341.002,6233.998,3431639.5
721,-678.193,5731.807,3287993.25
722,-734.665,5215.335,2889847.0
723,-516.306,5798.694,3466919.25
724,-974.808,5745.192,4126483.75
725,-930.824,4839.176,2934977.75
726,-908.742,5181.258,3643226.5
727,-1238.232,5526.768,4174593.75
728,-1318.527,6731.473,5363343.0
729,-719.451,5920.549,3716462.75
730,-1169.462,6380.538,5083944.5
731,-881.049,5453.951,3408514.25
732,-840.56,6034.44,4351952.0
733,-1166.408,5613.592,4617735.5
734,-757.389,5197.611,2826868.0
735,-849.315,4890.685,2776011.0
736,-728.074,5651.926,3593924.5
737,-1088.692,5541.308,4368109.5
738,-675.163,6529.837,4126822.75
739,-770.581,5239.419,3383725.75
740,-596.267,5303.733,2731516.25
741,-647.608,6462.392,4235817.5
742,-936.76,5423.24,4271448.5
743,-1002.976,5107.024,3840862.25
744,-1081.558,6178.442,4686564.0
745,-512.707,4187.293,2338098.75
746,-1186.411,5358.589,4001699.0
747,-589.569,6410.431,3941342.5
748,-911.926,5663.074,4134077.75
749,-963.717,5356.283,3703254.5
750,-677.336,5752.664,3226713.0
751,-1149.451,6185.549,4800963.5
752,-722.265,5142.735,3077600.5
753,-1121.229,5628.771,4514194.5
754,-967.183,6527.817,5093812.5
755,-1126.965,6418.035,4712508.0
756,-518.449,5211.551,2967248.5
757,-739.093,5905.907,3847357.5
758,-415.415,5174.585,2630433.75
759,-1086.024,6098.976,4026588.25
760,-747.214,5767.786,3480569.25
761,-800.86,5614.14,3636439.75
762,-659.929,6430.071,4340978.5
763,-864.053,5675.947,3629459.5
764,-988.984,5726.016,4084032.0
765,-892.338,5962.662,3746955.5
766,-962.309,5377.691,3544407.0
767,-531.826,5878.174,3337284.5
768,-754.864,5970.136,3829208.25
769,-1417.143,5257.857,3896345.0
770,-983.907,5771.093,4249940.5
771,-1162.463,5767.537,4340561.5
