episode,return,cost_per_order,loss
98,-492.234,492.234,-6.3548
99,-438.112,438.112,4.5662
100,-263.518,263.518,-11.5467
101,-257.044,257.044,-17.4243
102,-95.394,95.394,-6.7929
103,-341.23,341.23,2.7062
104,57.563,-57.563,-14.5788
105,-337.094,337.094,-0.4715
106,-423.296,423.296,-0.5803
107,-318.915,318.915,-2.4367
108,-370.99,370.99,-15.0086
109,-213.993,213.993,11.3778
110,-912.127,912.127,-6.7618
111,-233.243,233.243,6.085
112,-425.169,425.169,-5.0108
113,-361.404,361.404,5.2749
114,-227.71,227.71,0.2305
115,3.644,-3.644,-4.2886
116,-581.819,581.819,-7.824
117,-215.347,215.347,-2.1303
118,-138.65,138.65,1.013
119,-390.877,390.877,0.5151
120,-75.508,75.508,2.0466
121,-299.091,299.091,-12.1651
122,-214.716,214.716,-1.3156
123,-621.258,621.258,5.9333
124,-682.048,682.048,-9.5909
125,-1199.642,1199.642,-1.6626
126,-174.371,174.371,-9.9004
127,-1056.444,1056.444,-7.2338
128,-738.352,738.352,-1.1542
129,-204.187,204.187,-17.2645
130,-157.063,157.063,10.0735
131,-440.465,440.465,19.7128
132,-328.919,328.919,0.5497
133,-128.118,128.118,-14.09
134,-340.896,340.896,-8.4721
135,-516.902,516.902,4.5414
136,-65.509,65.509,2.2305
137,-273.99,273.99,-11.2834
138,-321.346,321.346,-11.3032
139,-241.206,241.206,-6.2695
140,-393.641,393.641,-8.2165
141,-800.658,800.658,0.1404
142,-141.262,141.262,-5.9344
143,-140.706,140.706,1.3341
144,-341.655,341.655,-3.1058
145,-102.562,102.562,-6.4989
146,-240.751,240.751,-13.7811
147,-479.443,479.443,-18.1015
148,-699.141,699.141,3.6309
149,-565.208,565.208,18.0892
150,-167.442,167.442,8.213
151,-692.02,692.02,9.0788
152,-120.191,120.191,-2.2045
153,-361.508,361.508,-4.8607
154,-903.844,903.844,12.0527
155,-93.135,93.135,-8.9567
156,-667.651,667.651,3.9142
157,-300.89,300.89,-6.4071
158,114.306,-114.306,-9.0775
159,-378.822,378.822,10.5237
160,-352.448,352.448,-13.1313
161,-903.382,903.382,-19.5741
162,-614.344,614.344,2.4787
163,-309.682,309.682,5.5051
164,-1043.74,1043.74,-1.9361
165,-384.868,384.868,-4.5317
166,-138.744,138.744,-11.945
167,-206.799,206.799,-17.4791
168,-153.792,153.792,7.5116
169,-305.913,305.913,5.7124
170,-255.699,255.699,-0.2425
171,-74.265,74.265,-3.3932
172,-216.31,216.31,0.0527
173,-530.486,530.486,-4.4491
174,-276.598,276.598,-12.3308
175,-220.322,220.322,3.5549
176,-61.293,61.293,-6.2763
177,10.062,-10.062,-2.3688
178,-104.936,104.936,8.4632
179,-231.824,231.824,-14.3994
180,-494.796,494.796,-22.6603
181,-159.756,159.756,3.6615
182,-159.705,159.705,7.1452
183,-240.834,240.834,-1.4574
184,127.109,-127.109,-9.4597
185,-192.543,192.543,3.3525
186,-149.292,149.292,-9.6818
187,-373.409,373.409,-2.9249
188,-454.192,454.192,-5.3432
189,23.721,-23.721,3.317
190,-459.284,459.284,-20.0526
191,-203.297,203.297,7.8936
192,-360.858,360.858,-2.8657
193,-649.05,649.05,8.371
194,305.017,-305.017,-15.2905
195,-7.922,7.922,-4.3175
196,-70.544,70.544,12.0247
197,-210.619,210.619,-6.9532
198,-933.388,933.388,24.1182
199,-214.203,214.203,9.488
200,-256.234,256.234,-5.8849
201,-148.248,148.248,-7.6011
202,-224.22,224.22,-6.4221
203,-113.813,113.813,-6.3398
204,-104.34,104.34,-4.5375
205,-270.567,270.567,-12.8847
206,155.07,-155.07,-16.0024
207,-288.954,288.954,-2.2422
208,-320.23,320.23,9.9022
209,-421.506,421.506,-2.8121
210,-294.796,294.796,-3.5949
211,-258.925,258.925,8.9702
212,-146.6,146.6,-1.1799
213,77.949,-77.949,-18.7266
214,-98.304,98.304,-1.935
215,-71.348,71.348,11.3429
216,-120.762,120.762,1.1323
217,-26.382,26.382,0.4007
218,-108.849,108.849,6.5135
219,-261.11,261.11,-1.5215
220,-314.618,314.618,-5.7442
221,-29.177,29.177,-3.4628
222,-297.305,297.305,-5.4088
223,-321.814,321.814,2.6883
224,-279.352,279.352,4.9307
225,-156.3,156.3,7.1886
226,-238.332,238.332,0.6006
227,-319.193,319.193,-0.7382
228,-312.426,312.426,-10.3744
229,-410.608,410.608,-7.4989
230,-144.431,144.431,8.6356
231,-187.351,187.351,-6.1061
232,-175.941,175.941,-5.8255
233,-65.435,65.435,-5.6075
234,-137.534,137.534,12.8016
235,-377.021,377.021,8.2611
236,-99.553,99.553,5.5879
237,-237.289,237.289,-1.0667
238,-151.834,151.834,-0.398
239,-86.262,86.262,-4.2595
240,-210.457,210.457,-1.7426
241,-79.328,79.328,5.9399
242,-53.023,53.023,-12.8446
243,-9.901,9.901,-13.8278
244,-204.794,204.794,-5.8054
245,-343.41,343.41,0.1377
246,-65.291,65.291,-2.3229
247,-55.304,55.304,-10.704
248,-53.946,53.946,-2.7553
249,-370.03,370.03,-1.2233
250,-246.49,246.49,-0.1164
251,-150.509,150.509,13.0816
252,-207.125,207.125,7.5337
253,87.103,-87.103,0.3749
254,-220.115,220.115,2.533
255,-212.236,212.236,1.1107
256,-154.237,154.237,-11.3225
257,130.798,-130.798,18.6295
258,-139.264,139.264,13.2993
259,34.647,-34.647,-2.3116
260,-277.614,277.614,-2.4087
261,-131.521,131.521,0.4129
262,-330.788,330.788,-11.7674
263,-302.919,302.919,1.0536
264,-445.645,445.645,-18.6171
265,-48.393,48.393,-0.5344
266,-132.649,132.649,9.8828
267,-29.432,29.432,-9.3607
268,-130.887,130.887,15.9575
269,-18.91,18.91,2.6916
270,-151.33,151.33,8.7538
271,48.776,-48.776,7.7066
272,87.64,-87.64,-1.3938
273,-3.088,3.088,15.1688
274,-171.871,171.871,-2.7576
275,-372.414,372.414,-1.1873
276,-208.124,208.124,-7.1864
277,-42.579,42.579,10.8154
278,-204.733,204.733,-7.9291
279,-286.894,286.894,1.5704
280,-103.597,103.597,11.7316
281,-156.54,156.54,2.6594
282,-125.13,125.13,10.4955
283,-125.68,125.68,14.745
284,-454.653,454.653,3.3344
285,-63.705,63.705,0.0195
286,-181.543,181.543,2.547
287,-245.071,245.071,1.1804
288,-415.959,415.959,15.6441
289,180.997,-180.997,11.6117
290,-186.163,186.163,6.719
291,-71.13,71.13,11.2758
292,117.625,-117.625,17.948
293,-192.176,192.176,11.4687
294,-4.887,4.887,10.8814
295,-86.544,86.544,13.8679
296,34.255,-34.255,-1.1766
297,-244.495,244.495,5.2882
298,-463.445,463.445,10.7851
299,-31.733,31.733,17.3227
300,-249.892,249.892,17.6144
301,-133.258,133.258,5.3889
302,-143.715,143.715,-2.4168
303,-222.918,222.918,0.9167
304,-241.431,241.431,4.8026
305,-116.881,116.881,15.8944
306,85.347,-85.347,15.4795
307,-289.726,289.726,3.1769
308,-230.807,230.807,22.7433
309,-63.818,63.818,11.221
310,175.07,-175.07,1.1404
311,-99.494,99.494,12.1865
312,-273.32,273.32,2.2199
313,-293.026,293.026,10.8766
314,-691.817,691.817,3.6366
315,69.731,-69.731,13.8289
316,-125.088,125.088,13.0696
317,-121.84,121.84,11.8759
318,-195.521,195.521,10.3485
319,-144.163,144.163,-11.1677
320,-110.341,110.341,5.8744
321,-92.634,92.634,20.7875
322,-3.505,3.505,6.7637
323,-245.328,245.328,20.4697
324,-165.885,165.885,-3.5162
325,-145.586,145.586,15.5438
326,-260.864,260.864,8.5037
327,-479.358,479.358,12.4262
328,199.071,-199.071,15.5635
329,-272.922,272.922,23.7634
330,5.324,-5.324,6.6559
331,-138.16,138.16,10.5329
332,8.472,-8.472,7.9182
333,-144.435,144.435,-0.4389
334,-183.136,183.136,5.1138
335,-143.974,143.974,15.8845
336,-201.551,201.551,-3.3153
337,-243.56,243.56,16.3319
338,-289.182,289.182,9.623
339,74.057,-74.057,3.1291
340,41.364,-41.364,9.101
341,-0.937,0.937,2.1496
342,-199.189,199.189,6.2088
343,-73.596,73.596,12.6607
344,-177.704,177.704,4.8946
345,89.289,-89.289,4.2067
346,-109.533,109.533,-2.7468
347,-207.557,207.557,1.9897
348,-46.56,46.56,20.8765
349,-235.411,235.411,2.3966
350,-51.527,51.527,9.5275
351,-95.182,95.182,11.8748
352,-266.094,266.094,13.7425
353,-277.923,277.923,13.0242
354,-40.345,40.345,-0.9527
355,-39.781,39.781,22.7125
356,-117.213,117.213,27.1603
357,-28.849,28.849,1.4202
358,-466.697,466.697,24.0927
359,-147.292,147.292,10.7964
360,-437.356,437.356,0.3296
361,-53.575,53.575,8.9541
362,-77.398,77.398,15.9624
363,-81.059,81.059,10.1737
364,-592.278,592.278,-5.2595
365,-251.777,251.777,8.1307
366,-251.998,251.998,11.5173
367,-241.918,241.918,14.1928
368,-230.794,230.794,6.748
369,56.218,-56.218,19.6432
370,-130.568,130.568,9.8165
371,-556.154,556.154,14.9754
372,-144.023,144.023,11.9303
373,-198.244,198.244,17.9327
374,-248.285,248.285,15.1994
375,-59.615,59.615,18.5101
376,-185.287,185.287,20.3348
377,-26.745,26.745,-10.6224
378,-356.895,356.895,3.1529
379,-207.385,207.385,0.9925
380,-221.941,221.941,15.3938
381,-334.744,334.744,1.663
382,-23.23,23.23,19.2778
383,-670.145,670.145,-9.2878
384,-318.829,318.829,10.5305
385,-209.592,209.592,9.3255
386,-363.846,363.846,17.2672
387,-289.684,289.684,13.1086
388,-196.528,196.528,6.9461
389,-85.18,85.18,20.7461
390,94.295,-94.295,4.2154
391,-642.126,642.126,10.0064
392,-238.98,238.98,11.5411
393,-188.893,188.893,-2.7926
394,-52.561,52.561,14.7661
395,-109.614,109.614,15.2164
396,148.332,-148.332,19.5311
397,-80.308,80.308,7.4617
398,-126.979,126.979,3.7405
399,-302.12,302.12,23.4722
400,23.624,-23.624,17.7924
401,54.506,-54.506,14.8696
402,-115.345,115.345,-2.7055
403,-104.558,104.558,9.5411
404,11.672,-11.672,12.9054
405,-74.645,74.645,2.7947
406,-244.936,244.936,10.4766
407,0.516,-0.516,25.8503
408,-330.868,330.868,8.845
409,-371.907,371.907,15.225
410,-92.621,92.621,11.8337
411,-207.933,207.933,9.1314
412,78.016,-78.016,3.4801
413,-235.944,235.944,17.1946
414,-301.806,301.806,17.595
415,-259.379,259.379,14.417
416,-265.479,265.479,18.0523
417,-157.014,157.014,15.3291
418,-231.772,231.772,16.699
419,-146.949,146.949,5.4523
420,-139.357,139.357,16.1581
421,-244.779,244.779,3.0843
422,-189.231,189.231,17.1513
423,-204.699,204.699,6.9416
424,-107.841,107.841,4.2861
425,-301.516,301.516,18.0231
426,-10.76,10.76,34.6793
427,82.948,-82.948,23.9518
428,-105.893,105.893,1.6982
429,-290.181,290.181,11.4275
430,-355.496,355.496,19.9338
431,-68.802,68.802,13.0638
432,-22.841,22.841,39.1608
433,-208.155,208.155,15.2903
434,-234.506,234.506,25.2832
435,-200.343,200.343,15.2504
436,-347.127,347.127,17.8128
437,-361.685,361.685,12.081
438,-112.559,112.559,13.8313
439,131.32,-131.32,-4.7745
440,-137.545,137.545,18.5618
441,-121.078,121.078,7.6815
442,-137.418,137.418,27.9651
443,-175.837,175.837,27.3917
444,67.664,-67.664,28.0345
445,-415.529,415.529,22.2819
446,11.013,-11.013,13.395
447,-237.178,237.178,19.7271
448,-338.486,338.486,14.4265
449,-177.369,177.369,29.6524
450,-80.427,80.427,6.5491
451,-182.38,182.38,18.4135
452,-381.379,381.379,13.7081
453,-221.641,221.641,27.9979
454,-194.937,194.937,12.2188
455,-67.709,67.709,13.3358
456,-147.381,147.381,20.51
457,-154.423,154.423,25.508
458,-227.188,227.188,22.5912
459,-160.796,160.796,19.3665
460,-174.189,174.189,23.8192
461,-273.665,273.665,10.9711
462,-162.445,162.445,30.4475
463,-310.161,310.161,33.3886
464,-274.049,274.049,9.7602
465,-965.508,965.508,16.9786
466,-113.436,113.436,17.8011
467,-3.663,3.663,14.9359
468,-160.378,160.378,31.5894
469,-172.921,172.921,12.5703
470,-163.365,163.365,15.148
471,-286.448,286.448,16.2138
472,-80.537,80.537,22.4981
473,-441.901,441.901,12.2172
474,-295.384,295.384,16.7576
475,-11.653,11.653,11.77
476,-153.119,153.119,8.5965
477,-232.406,232.406,18.9894
478,-215.614,215.614,9.7444
479,-62.87,62.87,30.9874
480,-485.037,485.037,20.8158
481,-101.375,101.375,14.3509
482,-238.094,238.094,21.4522
483,-61.538,61.538,15.2523
484,-86.555,86.555,9.7138
485,-226.223,226.223,13.1579
486,-191.106,191.106,21.9274
487,-208.117,208.117,10.4092
488,-244.986,244.986,3.7863
489,-115.559,115.559,16.8274
490,-217.79,217.79,26.4726
491,-106.22,106.22,13.9013
492,-140.728,140.728,22.5367
493,-136.455,136.455,13.1934
494,23.006,-23.006,24.1033
495,-100.689,100.689,29.6084
496,-464.074,464.074,29.0808
497,-234.386,234.386,18.9771
498,-167.877,167.877,31.0978
499,-394.612,394.612,13.7521
