episode,return,critic_loss,actor_loss
172,-4.228,14.5381,-54.7189
173,-659.53,14.1761,-54.7061
174,-8.9,14.0274,-54.6368
175,-5.491,14.3718,-54.6465
176,-2203.0,14.134,-54.5466
177,-1448.412,14.069,-54.5724
178,-323.224,14.0612,-54.6027
179,-4.412,13.9486,-54.5601
180,-1031.857,13.8793,-54.4881
181,-382.358,13.609,-54.3585
182,-958.346,13.6979,-54.2959
183,-5.57,13.8811,-54.2801
184,-247.481,13.7229,-54.2069
185,-2655.819,13.8035,-54.1374
186,-5.449,13.7048,-54.0983
187,-656.76,13.6118,-54.119
188,-1788.076,13.448,-54.0452
189,-4.666,13.7739,-53.8992
190,-356.85,13.3603,-53.7962
191,-454.357,13.6429,-53.7778
192,-507.298,13.5842,-53.6482
193,-4703.701,13.4102,-53.4905
194,-1609.398,13.3939,-53.4827
195,-1.995,13.5111,-53.3798
196,-110.85,13.4944,-53.2762
197,-3904.647,14.0016,-53.1792
198,-3207.131,14.0038,-53.0293
199,-3230.413,14.7048,-52.859
200,-109.644,14.8075,-52.7099
201,-703.959,14.3104,-52.687
202,-5.811,13.9387,-52.594
203,-1956.807,14.2916,-52.5232
204,-107.613,14.0726,-52.5888
205,-4704.339,14.6896,-52.4741
206,-156.888,14.9228,-52.3981
207,-2232.601,14.7393,-52.4245
208,-1046.616,15.0019,-52.5225
209,-50.779,15.468,-52.3985
210,-2.152,14.8424,-52.3807
211,-682.839,14.7363,-52.4237
212,-451.422,14.8372,-52.4467
213,-1.376,14.8449,-52.3545
214,-4553.405,14.7734,-52.395
215,-9.603,14.6956,-52.3898
216,-5532.171,15.4527,-52.309
217,-1635.721,15.6231,-52.374
218,-9.131,15.6316,-52.4796
219,-2334.421,15.8076,-52.3164
220,-2.697,15.5538,-52.2637
221,-651.299,15.7136,-51.9866
222,-959.463,15.2875,-52.0659
223,-5182.568,15.6063,-52.2095
224,-1.702,15.6086,-52.2925
225,-1830.644,16.225,-52.4223
226,-3231.32,16.2166,-52.4681
227,-31.278,16.4917,-52.6591
228,-3.375,15.7359,-52.8464
229,-1127.992,16.0924,-52.7871
230,-1206.408,16.3819,-52.926
231,-930.865,16.4399,-53.0445
232,-4.688,16.2975,-53.1521
233,-1.874,15.8686,-53.2585
234,-456.294,16.1049,-53.4358
235,14.989,17.3756,-53.2028
236,-3382.705,16.7124,-53.6288
237,-7.989,16.5186,-53.7076
238,-10.205,16.0493,-53.9187
239,-349.044,16.4839,-54.0908
240,-4.931,16.2013,-54.3088
241,-82.41,15.9763,-54.5082
242,-257.773,16.6221,-54.7365
243,-1409.797,16.4423,-54.9061
244,-1828.745,16.6888,-55.2551
245,-3.706,16.731,-55.3282
246,-5.743,16.5173,-55.333
247,-1478.631,16.858,-55.6919
248,-4629.956,17.3373,-55.5831
249,-933.85,17.3073,-55.7671
250,-829.352,17.0003,-55.9391
251,-3482.866,17.363,-56.0122
252,-1207.336,18.7399,-56.0299
253,-134.583,17.5859,-56.0964
254,-6.432,17.9633,-56.2975
255,-2431.316,18.3439,-56.3507
256,-3610.603,18.6272,-56.5746
257,-182.332,18.7563,-56.5811
258,-3.837,19.1163,-56.5385
259,-356.334,18.5985,-56.611
260,-8.973,18.5219,-56.7542
261,-1755.275,19.0428,-56.8774
262,-2380.79,19.4773,-57.0315
263,13.59,19.4831,-56.9965
264,-6.994,19.4371,-57.1688
265,-5.669,20.2772,-57.1914
266,-1.976,19.2314,-57.1536
267,15.995,20.286,-57.1469
268,-2.618,19.7812,-57.1983
269,-404.002,19.7401,-57.2911
270,-2928.874,19.9366,-57.4928
271,-7.528,19.5519,-57.3274
272,-4.231,19.2842,-57.5637
273,-1381.98,19.0451,-57.7215
274,-2081.114,19.1368,-57.8931
275,-29.958,19.0876,-57.8231
276,-13.519,18.8938,-58.1055
