step,episode,ep_return,epsilon
37243,499,-262.7790,0.8821
37310,500,-59.1550,0.8819
37399,501,215.4390,0.8816
37483,502,-525.9800,0.8813
37567,503,-607.3590,0.8810
37639,504,-254.7910,0.8808
37689,505,-94.7730,0.8807
37750,506,-33.2380,0.8805
37818,507,-234.5370,0.8802
37919,508,102.3730,0.8799
37966,509,-345.6400,0.8798
38043,510,-472.1960,0.8795
38127,511,-156.7410,0.8793
38217,512,-49.9650,0.8790
38273,513,-375.6000,0.8788
38330,514,-440.8710,0.8786
38404,515,27.7100,0.8784
38481,516,-328.8240,0.8781
38596,517,-389.9010,0.8778
38657,518,-97.0470,0.8776
38712,519,-387.0710,0.8774
38784,520,-200.8720,0.8772
38865,521,35.0240,0.8769
38940,522,-40.5710,0.8767
39039,523,-25.4180,0.8764
39103,524,-601.4760,0.8762
39157,525,-499.9280,0.8760
39237,526,-53.2760,0.8758
39304,527,-432.7300,0.8755
39369,528,-617.3240,0.8753
39443,529,-241.5070,0.8751
39489,530,-282.9700,0.8750
39585,531,-675.4410,0.8747
39681,532,-253.9660,0.8743
39755,533,-479.7820,0.8741
39809,534,-154.2250,0.8739
39871,535,-578.4340,0.8737
39929,536,-244.6810,0.8736
40024,537,-95.7160,0.8733
40125,538,74.8630,0.8729
40206,539,34.2970,0.8727
40269,540,-362.4130,0.8725
40321,541,-207.6280,0.8723
40382,542,-203.1940,0.8721
40471,543,34.2900,0.8718
40544,544,-785.0390,0.8716
40617,545,-246.0290,0.8714
40689,546,-51.0250,0.8712
40758,547,-423.0340,0.8709
40829,548,-76.0130,0.8707
40888,549,43.9410,0.8705
40954,550,-252.2510,0.8703
41019,551,-317.1530,0.8701
41090,552,-202.9780,0.8699
41150,553,-64.7720,0.8697
41216,554,-92.2880,0.8695
41298,555,56.3140,0.8692
41356,556,-549.9430,0.8690
41412,557,-202.4370,0.8689
41492,558,-155.1430,0.8686
41553,559,-103.0320,0.8684
41617,560,-594.8480,0.8682
41697,561,-20.6110,0.8680
41772,562,-303.1880,0.8677
41849,563,-301.1980,0.8675
41905,564,-85.3230,0.8673
41987,565,-15.0610,0.8670
42065,566,-10.9270,0.8668
42147,567,88.2580,0.8665
42225,568,40.5760,0.8663
42287,569,-10.2770,0.8661
42369,570,-152.2560,0.8658
42421,571,-250.2740,0.8657
42495,572,-146.3520,0.8654
42560,573,-329.3810,0.8652
42608,574,-264.6250,0.8651
42683,575,-135.1970,0.8648
42761,576,-131.8450,0.8646
42845,577,-159.8990,0.8643
42908,578,-361.9020,0.8641
42975,579,-260.2620,0.8639
43064,580,-220.0880,0.8636
43122,581,-65.0800,0.8635
43200,582,-184.0800,0.8632
43269,583,-364.0060,0.8630
43352,584,-496.6310,0.8627
43408,585,-61.3700,0.8625
43505,586,-264.5970,0.8622
43586,587,-612.4780,0.8620
43661,588,-858.1120,0.8617
43715,589,-183.4830,0.8616
43785,590,-287.4770,0.8614
43864,591,-961.5130,0.8611
43922,592,-107.4780,0.8609
43988,593,-178.5250,0.8607
44072,594,48.2850,0.8604
44140,595,-180.0350,0.8602
44231,596,-122.0250,0.8599
44291,597,-437.0810,0.8597
44352,598,-262.9350,0.8596
44428,599,-111.3860,0.8593
44498,600,-151.5760,0.8591
44575,601,-607.8690,0.8588
44656,602,-104.1860,0.8586
44727,603,-283.0700,0.8584
44848,604,118.0240,0.8580
44916,605,-226.1020,0.8578
45006,606,-111.3300,0.8575
45080,607,-38.5990,0.8572
45139,608,-154.8450,0.8571
45197,609,-291.6400,0.8569
45281,610,-339.9880,0.8566
45367,611,12.8910,0.8563
45430,612,-290.8830,0.8561
45494,613,-251.9200,0.8559
45573,614,62.5880,0.8557
45640,615,-190.5360,0.8555
45716,616,-164.1080,0.8552
45796,617,-504.6470,0.8550
45872,618,-608.6810,0.8547
45964,619,-187.0760,0.8545
46041,620,-326.2090,0.8542
46111,621,-461.4730,0.8540
46172,622,-94.4000,0.8538
46237,623,-407.2840,0.8536
46324,624,-146.5390,0.8533
46407,625,-260.3280,0.8530
46493,626,-393.8900,0.8528
46566,627,-26.5360,0.8525
46658,628,69.5080,0.8523
46781,629,-134.2530,0.8519
46826,630,-263.6790,0.8517
46888,631,-162.4350,0.8515
46974,632,67.2660,0.8513
47057,633,-231.9230,0.8510
47129,634,-90.2640,0.8508
47215,635,-799.8910,0.8505
47312,636,21.2600,0.8502
47387,637,23.2080,0.8499
47450,638,-161.5050,0.8497
47519,639,-18.3450,0.8495
47569,640,-354.6590,0.8494
47638,641,-544.8490,0.8491
47713,642,-5.7050,0.8489
47788,643,-71.7870,0.8487
47860,644,-448.0890,0.8484
47937,645,-259.1970,0.8482
48022,646,-281.8970,0.8479
48086,647,-261.8790,0.8477
48191,648,-286.9460,0.8474
48271,649,-206.8810,0.8471
48323,650,-424.5090,0.8470
48390,651,-158.2360,0.8468
48491,652,106.0760,0.8464
48572,653,-161.8500,0.8462
48649,654,-423.1000,0.8459
48721,655,-218.1130,0.8457
48799,656,-372.9310,0.8455
48883,657,-536.3680,0.8452
48985,658,-369.0080,0.8449
49051,659,-53.3460,0.8447
49116,660,-70.2940,0.8445
49191,661,-93.4210,0.8442
49239,662,-479.2910,0.8441
49292,663,-230.3710,0.8439
49379,664,-147.6200,0.8436
49457,665,20.2620,0.8434
49531,666,-315.6160,0.8432
49582,667,-55.8830,0.8430
49639,668,-220.0580,0.8428
49726,669,-573.1760,0.8425
49799,670,-165.2530,0.8423
49878,671,4.5290,0.8421
49950,672,-234.6740,0.8418
50013,673,-41.1240,0.8416
50055,674,-115.1150,0.8415
50142,675,-315.0410,0.8412
50212,676,-110.0640,0.8410
50295,677,-873.4050,0.8407
50393,678,-414.1100,0.8404
50472,679,-258.5810,0.8402
50537,680,-637.3610,0.8400
50604,681,-751.8020,0.8398
50681,682,-168.6990,0.8395
50749,683,-33.8400,0.8393
50851,684,36.6220,0.8390
50909,685,-18.7120,0.8388
50970,686,-186.0290,0.8386
51038,687,-264.0750,0.8384
51120,688,-65.2780,0.8381
51184,689,-128.6160,0.8379
51264,690,-190.7060,0.8377
51367,691,-526.9690,0.8373
51432,692,-205.0870,0.8371
51483,693,-309.7000,0.8370
51585,694,50.5910,0.8367
51647,695,-474.9420,0.8365
51745,696,-399.1550,0.8361
51822,697,-252.0100,0.8359
51914,698,-729.8680,0.8356
52003,699,-175.2830,0.8353
52059,700,-182.2720,0.8351
52143,701,-354.5180,0.8349
52229,702,-433.8800,0.8346
52307,703,-196.2380,0.8344
52381,704,-302.5720,0.8341
52454,705,-146.3580,0.8339
52517,706,-199.9070,0.8337
52588,707,-232.8760,0.8335
52660,708,-401.1480,0.8332
52768,709,-152.0470,0.8329
52844,710,-650.3090,0.8327
52910,711,-274.9090,0.8325
53011,712,-86.4130,0.8321
53083,713,-152.3870,0.8319
53147,714,-339.9720,0.8317
53227,715,-23.4480,0.8315
53295,716,26.3550,0.8312
53393,717,-36.8830,0.8309
53449,718,-274.5590,0.8307
53518,719,-118.5120,0.8305
53588,720,-167.3700,0.8303
53679,721,-169.3920,0.8300
53772,722,-371.3140,0.8297
53850,723,-566.3840,0.8295
53943,724,72.2990,0.8292
54055,725,-155.2050,0.8288
54135,726,-189.0390,0.8286
54246,727,-680.2610,0.8282
54352,728,-540.7880,0.8279
54436,729,-158.9730,0.8276
54486,730,-340.0100,0.8275
54573,731,-95.5980,0.8272
54651,732,-286.5660,0.8269
54750,733,-433.0250,0.8266
54815,734,-392.9680,0.8264
54896,735,-20.9160,0.8262
54976,736,-187.3910,0.8259
55058,737,-253.1060,0.8257
55150,738,-382.6020,0.8254
55267,739,197.3240,0.8250
55330,740,-557.4510,0.8248
55416,741,-279.6400,0.8245
55476,742,-190.3700,0.8243
55572,743,-396.2570,0.8240
55643,744,-395.7600,0.8238
55758,745,-218.3390,0.8234
55869,746,-173.7530,0.8231
55954,747,-4.7310,0.8228
56055,748,150.1910,0.8225
56123,749,-208.3260,0.8223
56181,750,-160.4590,0.8221
56245,751,-68.9870,0.8219
56355,752,-349.4070,0.8215
56453,753,-203.3160,0.8212
56545,754,-669.0560,0.8209
56631,755,-219.6130,0.8207
56702,756,-172.6910,0.8204
56816,757,67.2630,0.8201
56888,758,-497.4980,0.8199
56968,759,-353.2280,0.8196
57051,760,-136.8340,0.8193
57130,761,-1181.3090,0.8191
57222,762,-472.8090,0.8188
57295,763,-359.9990,0.8186
57429,764,-181.8190,0.8181
57528,765,-494.4040,0.8178
57627,766,-535.0320,0.8175
57717,767,-602.6920,0.8172
57769,768,-390.8240,0.8171
57855,769,-287.7420,0.8168
57937,770,-295.1050,0.8165
57985,771,-180.3480,0.8164
58084,772,-146.7860,0.8161
58212,773,-224.7680,0.8157
58293,774,-405.0090,0.8154
58425,775,40.7790,0.8150
58532,776,34.0090,0.8147
58598,777,-760.9780,0.8144
58701,778,53.9760,0.8141
58777,779,-341.6160,0.8139
58847,780,-379.2160,0.8137
58934,781,-298.7590,0.8134
58992,782,-391.5980,0.8132
59103,783,91.7510,0.8128
59176,784,-394.8910,0.8126
59297,785,-104.7650,0.8122
59354,786,-151.1160,0.8120
59482,787,-434.1820,0.8116
59626,788,117.2310,0.8112
59692,789,-551.3220,0.8110
59764,790,-333.7790,0.8108
59832,791,-197.5060,0.8105
59952,792,-239.2400,0.8102
60013,793,-341.9380,0.8100
60115,794,-282.2030,0.8096
60205,795,-144.1750,0.8094
60338,796,96.2600,0.8089
60415,797,-386.2290,0.8087
60530,798,-253.1160,0.8083
60593,799,-353.7660,0.8081
60654,800,-121.7910,0.8079
60745,801,-175.4550,0.8076
60812,802,-135.5910,0.8074
60885,803,-311.8160,0.8072
60996,804,-635.4930,0.8068
61080,805,-73.8220,0.8066
61171,806,-331.9880,0.8063
61276,807,-679.9970,0.8060
61341,808,-353.5630,0.8058
61526,809,198.5580,0.8052
61613,810,-594.1780,0.8049
61698,811,-127.7290,0.8046
61795,812,-482.8050,0.8043
61891,813,-30.4290,0.8040
62055,814,1.2710,0.8035
62136,815,12.6520,0.8032
62219,816,-325.2360,0.8030
62334,817,-595.9540,0.8026
62404,818,-192.5850,0.8024
62496,819,-385.0630,0.8021
62608,820,-438.5820,0.8017
62720,821,-476.0550,0.8014
62836,822,-475.0040,0.8010
62923,823,-548.1100,0.8007
63048,824,-220.4290,0.8004
63118,825,-382.8760,0.8001
63203,826,-233.0580,0.7999
63304,827,-920.0840,0.7995
63391,828,-171.8090,0.7993
63485,829,-107.5500,0.7990
63586,830,34.1450,0.7986
63700,831,-635.1380,0.7983
63804,832,-278.7960,0.7980
63915,833,-295.8380,0.7976
64012,834,-291.8120,0.7973
64105,835,-690.3890,0.7970
64184,836,-372.2130,0.7968
64276,837,-236.4690,0.7965
64374,838,-302.9460,0.7962
64455,839,-317.5270,0.7959
64639,840,212.1500,0.7953
64744,841,-111.9370,0.7950
64816,842,-291.8690,0.7948
64942,843,-149.3330,0.7944
65053,844,-921.6580,0.7940
65122,845,-496.9850,0.7938
65232,846,-486.8410,0.7934
65320,847,-130.5260,0.7932
65476,848,-64.2070,0.7927
65558,849,-337.1000,0.7924
65699,850,-115.9140,0.7920
65810,851,-410.9880,0.7916
65867,852,-190.4440,0.7914
65992,853,-821.2350,0.7910
66130,854,-620.4180,0.7906
66288,855,201.7750,0.7901
66396,856,-141.0860,0.7897
66525,857,-263.7410,0.7893
66652,858,-89.5710,0.7889
66757,859,-400.7380,0.7886
66840,860,-337.9690,0.7883
66929,861,-354.2790,0.7881
67016,862,-433.3530,0.7878
67142,863,-194.0500,0.7874
67197,864,-696.5830,0.7872
67263,865,-287.2340,0.7870
67391,866,-441.7880,0.7866
67507,867,-283.4750,0.7862
67636,868,-793.0510,0.7858
67761,869,-273.5770,0.7854
67866,870,-441.9470,0.7851
67950,871,-399.0780,0.7848
68056,872,-275.4150,0.7845
68179,873,51.1510,0.7841
68310,874,-664.5810,0.7837
68452,875,-476.5710,0.7832
68554,876,-556.3410,0.7829
68695,877,-493.0360,0.7825
68796,878,-27.9050,0.7821
68879,879,-322.0130,0.7819
