episode,return,loss
0,-174.203,32736.2109
1,-164.801,36155.0664
2,110.369,21170.9902
3,-370.912,60581.375
4,-1000.772,306149.2188
5,87.163,15031.8057
6,-1010.157,305191.9688
7,-453.686,102259.8516
8,-247.144,38406.5859
9,-451.115,95217.8672
10,-352.533,82392.2891
11,-514.618,108326.0469
12,-142.116,21182.4102
13,138.471,18719.6445
14,-207.691,35550.8164
15,-21.793,19911.9199
16,-52.593,26880.5664
17,91.653,21252.4473
18,-167.731,31199.5898
19,-427.093,74351.0078
20,-196.263,39939.6406
21,-190.365,31643.6582
22,-235.56,42251.5078
23,-481.66,86282.3047
24,180.066,10794.3037
25,-221.673,47906.5234
26,-336.613,55413.9648
27,-222.237,38484.0898
28,-14.486,16949.834
29,-486.286,119782.6406
30,-47.795,17858.6621
31,-36.183,13977.1387
32,-36.224,13161.0449
33,-32.16,15501.7676
34,-18.472,11354.4805
35,-217.039,51517.3359
36,22.193,16393.7344
37,27.671,13733.0498
38,-195.023,27774.7754
39,105.25,20091.166
40,-101.65,18674.666
41,-143.421,22525.9863
42,-397.946,76486.2578
43,-191.923,28596.6016
44,-60.773,55357.3516
45,-365.473,56202.082
46,84.491,24224.9238
47,148.071,11180.7588
48,-18.026,16766.9004
49,-199.709,32769.1211
50,-266.797,45368.5156
51,116.806,21003.877
52,-359.067,59627.4141
53,-220.986,35695.3398
54,-165.117,24393.4199
55,-634.62,149830.4375
56,-200.173,36435.1797
57,-128.254,29393.6797
58,-234.252,47724.9297
59,-226.443,34403.5547
60,-200.349,32579.3184
61,-528.888,107464.8203
62,-52.009,15833.7783
63,-624.047,130530.6562
64,-173.361,21417.7559
65,-161.922,27593.3945
66,-226.69,34399.8945
67,-63.429,12240.9961
68,-120.264,21305.9277
69,-329.972,54761.3867
70,-245.686,41856.6406
71,-28.435,17971.5059
72,-317.983,56567.0547
73,-439.755,72480.7812
74,-136.354,27633.8496
75,-161.774,23047.6504
76,-340.113,53115.7812
77,-452.388,75270.2031
