episode,return,critic_loss,actor_loss
162,-9.739,25.1333,-63.4737
163,-2.833,23.9819,-63.7366
164,-2207.785,25.0384,-63.8326
165,-4.6,24.3735,-64.0277
166,-1229.258,24.7869,-64.3153
167,-52.373,24.6622,-64.2862
168,-6.574,23.5148,-64.6059
169,-1459.205,26.1329,-64.794
170,-482.572,25.4594,-65.0699
171,-6.143,25.9406,-65.6403
172,-831.564,24.6236,-65.8793
173,14.793,25.4448,-65.9461
174,-427.674,26.1033,-66.1463
175,-6.167,25.8959,-66.3412
176,-857.664,26.2977,-66.8799
177,-331.765,25.2994,-67.3629
178,-6.485,26.6533,-67.8181
179,-139.712,26.3846,-68.2616
180,-759.242,28.0045,-68.586
181,-381.255,25.9496,-69.2237
182,-660.361,25.636,-69.732
183,-8.688,26.6614,-70.4053
184,-527.21,27.1516,-70.8323
185,-31.554,25.8138,-71.2306
186,-3760.091,27.2716,-71.3919
187,-7.276,27.755,-71.9769
188,-5.705,27.3501,-72.2514
189,-302.045,26.5673,-72.6389
190,-1455.597,27.546,-72.8557
191,-974.987,27.2304,-73.1514
192,-4.068,27.1795,-73.4712
193,-181.026,29.1778,-73.5657
194,-6.854,27.2135,-73.7379
195,-3556.344,27.405,-73.8456
196,-1059.846,28.1388,-74.139
197,-1680.626,29.6477,-74.2824
198,-2255.453,30.6631,-74.5718
199,-3557.327,28.6678,-74.6175
200,-8.938,28.857,-74.8558
201,-836.634,28.9175,-74.9657
202,-357.353,28.6454,-75.0387
203,-4085.976,29.5197,-75.494
204,-330.227,29.8752,-75.5802
205,-2657.722,30.2478,-75.5025
206,-407.656,28.0374,-75.8491
207,-2481.06,30.812,-76.0284
208,-359.911,30.7064,-76.5309
209,-6.696,30.6083,-76.6963
210,-5.392,30.143,-76.7808
211,-9.49,30.7282,-76.8248
212,-755.582,30.6811,-76.9776
213,-6.324,29.6858,-77.1185
214,-174.134,30.8215,-77.1222
215,-32.767,29.3325,-77.2591
216,-1511.171,29.625,-77.0279
217,-4.958,30.712,-77.166
218,-4.769,29.6053,-76.921
219,-9.224,28.6435,-76.8714
220,-6.859,29.2746,-76.9438
221,-6.794,28.1291,-77.035
222,-3.126,28.3405,-77.1106
223,-151.999,27.2948,-77.393
224,-254.344,27.1267,-77.4325
225,-4680.788,29.0786,-77.4725
226,-3.696,29.0707,-77.5906
227,-401.011,28.1843,-77.6228
228,-3305.226,28.5005,-77.705
229,-2978.271,27.5095,-77.7109
230,-52.13,29.0463,-77.6934
231,-6.453,27.7458,-77.895
232,-434.115,26.1812,-77.8485
233,14.852,36.8918,-79.1221
234,-1400.784,27.9083,-77.8064
235,-8.098,26.9538,-77.7772
236,-857.762,26.4544,-77.6286
237,-132.914,26.1353,-77.6919
238,-57.057,26.4987,-77.8391
239,-10.423,26.3577,-77.6726
240,-0.092,25.0276,-77.6373
241,-5.827,25.3945,-77.7712
242,-5530.69,26.0165,-77.7699
243,-151.033,26.1625,-77.5199
244,-32.537,26.2863,-77.7526
245,-9.569,25.9,-77.7655
246,-158.49,24.3177,-77.5284
247,-3133.753,24.5396,-77.7803
248,-827.375,26.1684,-77.4259
249,-3.106,25.32,-77.4968
250,-2759.744,25.2655,-77.2837
251,-285.145,26.0526,-77.2232
252,-3.801,24.8814,-77.1333
253,-3406.64,26.1121,-77.1588
254,-5129.757,25.5313,-76.8333
255,-1958.621,25.6805,-76.7464
256,-8.714,25.2877,-77.0243
257,-129.531,25.4873,-77.4404
258,-6.499,24.436,-77.1933
259,-1207.607,24.3631,-77.2214
260,-32.124,23.9086,-77.1259
261,-85.242,24.79,-77.1399
262,-6.702,23.8141,-76.9336
263,-182.105,23.5029,-76.8804
264,-2352.189,23.9279,-76.4606
265,15.745,24.5547,-76.0368
266,-2.786,23.2431,-75.8312
267,-30.216,23.0588,-75.911
268,-3256.154,22.6515,-75.8847
269,-6.315,22.8827,-76.0947
270,-935.095,22.7646,-76.0906
271,-3156.094,22.6389,-76.2598
272,-79.778,23.5279,-76.1821
273,-2556.033,23.7502,-76.194
274,-2.112,23.7595,-76.1979
275,-1.371,22.9853,-76.4228
